WorkingGroup,FishStock,CertYear,Year,Recruitment,TBiomass,SSB,Landings,YieldSSB,MeanF,Bmsy,SSBlim,Fmsy,SoP,F14,F15,F16,F17,F18,F19,F20,F21
wgcse,whg-7e-k,2013,2010,52601,70579,54084,8442,,0.3935,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2011,17706,73218,64640,9077,,0.2416,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2012,71030,,67942,,,,,,,,,,,,,,,
wgcse,whg-scow,2013,1981,201494.5,166351,131708,15500.5153,,0.23049774,,,,,,,,,,,,
wgcse,whg-scow,2013,1982,172550.43,109384,90800,17189.9439,,0.25747326,,,,,,,,,,,,
wgcse,whg-scow,2013,1983,198522.51,93597,63578,21964.5309,,0.43387191,,,,,,,,,,,,
wgcse,whg-scow,2013,1984,323972.48,82998,47559,20659.9781,,0.58351905,,,,,,,,,,,,
wgcse,whg-scow,2013,1985,303170.45,79032,43321,18852.7988,,0.67645268,,,,,,,,,,,,
wgcse,whg-scow,2013,1986,274758,71610,39512,12920.3425,,0.50799451,,,,,,,,,,,,
wgcse,whg-scow,2013,1987,380174.71,75918,41183,17488.0672,,0.60750013,,,,,,,,,,,,
wgcse,whg-scow,2013,1988,105115.08,49666,41030,15777.2992,,0.71436993,,,,,,,,,,,,
wgcse,whg-scow,2013,1989,302262.44,55398,23836,12959.9031,,0.65568626,,,,,,,,,,,,
wgcse,whg-scow,2013,1990,171173.57,56680,33162,10293.0177,,0.46692353,,,,,,,,,,,,
wgcse,whg-scow,2013,1991,230989.02,49988,27082,9683.322,,0.48140486,,,,,,,,,,,,
wgcse,whg-scow,2013,1992,290235.96,62130,29263,10429.9243,,0.43020594,,,,,,,,,,,,
wgcse,whg-scow,2013,1993,228829.31,67560,39476,12590.2644,,0.49285364,,,,,,,,,,,,
wgcse,whg-scow,2013,1994,226911.27,54674,33811,10482.1583,,0.46929807,,,,,,,,,,,,
wgcse,whg-scow,2013,1995,221887.57,48843,31955,10594.2066,,0.47935575,,,,,,,,,,,,
wgcse,whg-scow,2013,1996,138024.28,46202,32694,12543.6591,,0.60639075,,,,,,,,,,,,
wgcse,whg-scow,2013,1997,133925.67,40102,24668,10804.6687,,0.61717799,,,,,,,,,,,,
wgcse,whg-scow,2013,1998,164153.89,34482,18099,9707.0983,,0.67355383,,,,,,,,,,,,
wgcse,whg-scow,2013,1999,122220.51,27391,16540,8993.6577,,0.8651797,,,,,,,,,,,,
wgcse,whg-scow,2013,2000,184782.99,26368,12436,8084.1518,,0.86902136,,,,,,,,,,,,
wgcse,whg-scow,2013,2001,79829.13,21822,13843,6871.4518,,0.802108,,,,,,,,,,,,
wgcse,whg-scow,2013,2002,32450.03,12051,9657,3321.942,,0.55359018,,,,,,,,,,,,
wgcse,whg-scow,2013,2003,52578.65,10760,6369,2597.6871,,0.52128642,,,,,,,,,,,,
wgcse,whg-scow,2013,2004,36715.26,8272,5101,1748.5996,,0.41178161,,,,,,,,,,,,
wgcse,whg-scow,2013,2005,25094.81,6341,4109,1003.8896,,0.28726246,,,,,,,,,,,,
wgcse,whg-scow,2013,2006,33709.28,6034,4434,1043.8221,,0.27810298,,,,,,,,,,,,
wgcse,whg-scow,2013,2007,22090.29,6653,4805,856.1698,,0.21063298,,,,,,,,,,,,
wgcse,whg-scow,2013,2008,25138.96,6829,4907,932.1924,,0.21518678,,,,,,,,,,,,
wgcse,whg-scow,2013,2009,27293.19,7861,6406,851.256,,0.16760509,,,,,,,,,,,,
wgcse,whg-scow,2013,2010,78131.11,7995,4961,670.8719,,0.10783865,,,,,,,,,,,,
wgcse,whg-scow,2013,2011,21897.14,9981,9324,488.2032,,0.06975047,,,,,,,,,,,,
wgcse,whg-scow,2013,2012,81086,,10000,,,,,,,,,,,,,,,
wghmm,nep-8ab,2013,1984,24184,14827,12331,4038,,0.3113,,,,,,,,,,,,
wghmm,nep-8ab,2013,1985,29557,16076,13382,4251,,0.3063,,,,,,,,,,,,
wghmm,nep-8ab,2013,1986,28420,17099,14503,4805,,0.3642,,,,,,,,,,,,
wghmm,nep-8ab,2013,1987,24982,18703,15518,5086,,0.3694,,,,,,,,,,,,
wghmm,nep-8ab,2013,1988,26779,18567,15410,5382,,0.3978,,,,,,,,,,,,
wghmm,nep-8ab,2013,1989,28249,17852,14526,5845,,0.4924,,,,,,,,,,,,
wghmm,nep-8ab,2013,1990,32177,18488,14904,5916,,0.449,,,,,,,,,,,,
wghmm,nep-8ab,2013,1991,35851,19219,14903,5569,,0.4153,,,,,,,,,,,,
wghmm,nep-8ab,2013,1992,35405,20644,16081,6550,,0.6009,,,,,,,,,,,,
wghmm,nep-8ab,2013,1993,24959,20019,16485,6420,,0.5189,,,,,,,,,,,,
wghmm,nep-8ab,2013,1994,26334,19434,15981,7229,,0.6392,,,,,,,,,,,,
wghmm,nep-8ab,2013,1995,23692,17806,14378,6205,,0.5681,,,,,,,,,,,,
wghmm,nep-8ab,2013,1996,29508,17909,13970,5854,,0.5365,,,,,,,,,,,,
wghmm,nep-8ab,2013,1997,23723,16619,13457,6259,,0.6015,,,,,,,,,,,,
wghmm,nep-8ab,2013,1998,22587,16599,13384,6027,,0.5315,,,,,,,,,,,,
wghmm,nep-8ab,2013,1999,24447,16116,12477,5249,,0.614,,,,,,,,,,,,
wghmm,nep-8ab,2013,2000,25015,15661,11986,5760,,0.6208,,,,,,,,,,,,
wghmm,nep-8ab,2013,2001,16938,13155,10673,4836,,0.5669,,,,,,,,,,,,
wghmm,nep-8ab,2013,2002,25148,13278,9845,5486,,0.8234,,,,,,,,,,,,
wghmm,nep-8ab,2013,2003,24599,13484,9728,4108,,0.4782,,,,,,,,,,,,
wghmm,nep-8ab,2013,2004,17305,14368,11342,4002,,0.3619,,,,,,,,,,,,
wghmm,nep-8ab,2013,2005,18794,14756,11762,4539,,0.4508,,,,,,,,,,,,
wghmm,nep-8ab,2013,2006,19301,15688,12518,4793,,0.4182,,,,,,,,,,,,
wghmm,nep-8ab,2013,2007,18517,14887,11898,4363,,0.4274,,,,,,,,,,,,
wghmm,nep-8ab,2013,2008,18418,14752,11839,4299,,0.4482,,,,,,,,,,,,
wghmm,nep-8ab,2013,2009,26304,15110,11282,3650,,0.4119,,,,,,,,,,,,
wghmm,nep-8ab,2013,2010,20569,15875,12362,3966,,0.4225,,,,,,,,,,,,
wghmm,nep-8ab,2013,2011,11810,15954,13588,4626,,0.5688,,,,,,,,,,,,
wghmm,sol-bisc,2013,1984,24185,14828,12331,4038,,0.3112,,,,,,,,,,,,
wghmm,sol-bisc,2013,1985,29558,16077,13382,4251,,0.3063,,,,,,,,,,,,
wghmm,sol-bisc,2013,1986,28423,17101,14504,4805,,0.3642,,,,,,,,,,,,
wghmm,sol-bisc,2013,1987,24984,18704,15519,5086,,0.3693,,,,,,,,,,,,
wghmm,sol-bisc,2013,1988,26781,18569,15412,5382,,0.3977,,,,,,,,,,,,
wghmm,sol-bisc,2013,1989,28253,17855,14529,5845,,0.4923,,,,,,,,,,,,
wghmm,sol-bisc,2013,1990,32179,18491,14907,5916,,0.4489,,,,,,,,,,,,
wghmm,sol-bisc,2013,1991,35858,19224,14908,5569,,0.4152,,,,,,,,,,,,
wghmm,sol-bisc,2013,1992,35409,20649,16085,6550,,0.6007,,,,,,,,,,,,
wghmm,sol-bisc,2013,1993,24965,20026,16491,6420,,0.5186,,,,,,,,,,,,
wghmm,sol-bisc,2013,1994,26343,19442,15988,7229,,0.6389,,,,,,,,,,,,
wghmm,sol-bisc,2013,1995,23696,17814,14386,6205,,0.5677,,,,,,,,,,,,
wghmm,sol-bisc,2013,1996,29513,17919,13979,5854,,0.536,,,,,,,,,,,,
wghmm,sol-bisc,2013,1997,23726,16628,13466,6259,,0.6009,,,,,,,,,,,,
wghmm,sol-bisc,2013,1998,22586,16610,13394,6027,,0.5311,,,,,,,,,,,,
wghmm,sol-bisc,2013,1999,24445,16124,12486,5249,,0.6136,,,,,,,,,,,,
wghmm,sol-bisc,2013,2000,25007,15665,11991,5760,,0.6205,,,,,,,,,,,,
wghmm,sol-bisc,2013,2001,16935,13156,10675,4836,,0.5669,,,,,,,,,,,,
wghmm,sol-bisc,2013,2002,25151,13278,9845,5486,,0.8238,,,,,,,,,,,,
wghmm,sol-bisc,2013,2003,24601,13481,9725,4108,,0.4785,,,,,,,,,,,,
wghmm,sol-bisc,2013,2004,17306,14364,11338,4002,,0.3621,,,,,,,,,,,,
wghmm,sol-bisc,2013,2005,18822,14756,11759,4539,,0.4508,,,,,,,,,,,,
wghmm,sol-bisc,2013,2006,19426,15717,12529,4793,,0.4179,,,,,,,,,,,,
wghmm,sol-bisc,2013,2007,18533,14927,11932,4363,,0.4256,,,,,,,,,,,,
wghmm,sol-bisc,2013,2008,18572,14825,11890,4299,,0.4454,,,,,,,,,,,,
wghmm,sol-bisc,2013,2009,31353,16098,11644,3650,,0.4067,,,,,,,,,,,,
wghmm,sol-bisc,2013,2010,16457,16190,13038,3966,,0.3908,,,,,,,,,,,,
wghmm,sol-bisc,2013,2011,22383,14587,13377,4626,,0.4819,,,,,,,,,,,,
wghmm,sol-bisc,2013,2012,22639,,14163,,,,,,,,,,,,,,,
wgnssk,cod-347d,2013,1963,465562,514011,151903,111525,,0.485,,,,,,,,,,,,
wgnssk,cod-347d,2013,1964,852561,686938,164226,139525,,0.513,,,,,,,,,,,,
wgnssk,cod-347d,2013,1965,1069819,862853,203822,181861,,0.543,,,,,,,,,,,,
wgnssk,cod-347d,2013,1966,1379180,1050734,227294,217075,,0.56,,,,,,,,,,,,
wgnssk,cod-347d,2013,1967,1271872,1135973,251450,264342,,0.605,,,,,,,,,,,,
wgnssk,cod-347d,2013,1968,656711,944112,262236,278730,,0.635,,,,,,,,,,,,
wgnssk,cod-347d,2013,1969,606221,804519,258590,227521,,0.623,,,,,,,,,,,,
wgnssk,cod-347d,2013,1970,1839492,1333077,273758,244019,,0.639,,,,,,,,,,,,
wgnssk,cod-347d,2013,1971,2369051,1460077,276233,290977,,0.705,,,,,,,,,,,,
wgnssk,cod-347d,2013,1972,584201,976764,241349,327420,,0.768,,,,,,,,,,,,
wgnssk,cod-347d,2013,1973,875018,800507,213203,235155,,0.752,,,,,,,,,,,,
wgnssk,cod-347d,2013,1974,807744,755398,232350,215993,,0.736,,,,,,,,,,,,
wgnssk,cod-347d,2013,1975,1377802,859409,212990,206282,,0.772,,,,,,,,,,,,
wgnssk,cod-347d,2013,1976,849158,659344,182956,200186,,0.803,,,,,,,,,,,,
wgnssk,cod-347d,2013,1977,2096962,1007518,161135,180954,,0.798,,,,,,,,,,,,
wgnssk,cod-347d,2013,1978,1271872,1122423,160332,284077,,0.858,,,,,,,,,,,,
wgnssk,cod-347d,2013,1979,1435466,1006511,166708,272393,,0.804,,,,,,,,,,,,
wgnssk,cod-347d,2013,1980,2273884,1172912,181498,272938,,0.86,,,,,,,,,,,,
wgnssk,cod-347d,2013,1981,885582,989544,194658,324487,,0.89,,,,,,,,,,,,
wgnssk,cod-347d,2013,1982,1407042,1018661,188339,294490,,0.983,,,,,,,,,,,,
wgnssk,cod-347d,2013,1983,819132,817495,154972,256786,,0.972,,,,,,,,,,,,
wgnssk,cod-347d,2013,1984,1426879,828192,132455,199786,,0.916,,,,,,,,,,,,
wgnssk,cod-347d,2013,1985,378511,569777,126627,203008,,0.887,,,,,,,,,,,,
wgnssk,cod-347d,2013,1986,1692979,776848,115728,161619,,0.936,,,,,,,,,,,,
wgnssk,cod-347d,2013,1987,671319,739700,108989,218163,,0.938,,,,,,,,,,,,
wgnssk,cod-347d,2013,1988,462314,550730,100609,186652,,0.948,,,,,,,,,,,,
wgnssk,cod-347d,2013,1989,767582,538208,94278,136489,,0.966,,,,,,,,,,,,
wgnssk,cod-347d,2013,1990,333701,378890,80178,114348,,0.906,,,,,,,,,,,,
wgnssk,cod-347d,2013,1991,370275,350459,73644,105556,,0.91,,,,,,,,,,,,
wgnssk,cod-347d,2013,1992,792541,517622,71111,107796,,0.877,,,,,,,,,,,,
wgnssk,cod-347d,2013,1993,446860,431059,68597,123178.36,,0.891,,,,,,,,,,,,
wgnssk,cod-347d,2013,1994,944112,527023,72114,104849,,0.906,,,,,,,,,,,,
wgnssk,cod-347d,2013,1995,557936,562980,81064,121407,,0.934,,,,,,,,,,,,
wgnssk,cod-347d,2013,1996,403528,459089,79221,134948,,0.955,,,,,,,,,,,,
wgnssk,cod-347d,2013,1997,1059174,632225,75207,126560.64,,0.961,,,,,,,,,,,,
wgnssk,cod-347d,2013,1998,170587,342833,61267,109190.4,,0.98,,,,,,,,,,,,
wgnssk,cod-347d,2013,1999,303458,256530,55938,86480.74,,0.999,,,,,,,,,,,,
wgnssk,cod-347d,2013,2000,548532,344897,49662,78174,,0.995,,,,,,,,,,,,
wgnssk,cod-347d,2013,2001,208981,247954,41731,47205,,0.956,,,,,,,,,,,,
wgnssk,cod-347d,2013,2002,255761,266465,42574,62263,,0.926,,,,,,,,,,,,
wgnssk,cod-347d,2013,2003,119134,150995,36901,27136,,0.901,,,,,,,,,,,,
wgnssk,cod-347d,2013,2004,200186,149642,31984,28829,,0.857,,,,,,,,,,,,
wgnssk,cod-347d,2013,2005,137448,144929,29762,29210,,0.8,,,,,,,,,,,,
wgnssk,cod-347d,2013,2006,344897,156530,26239,25730,,0.723,,,,,,,,,,,,
wgnssk,cod-347d,2013,2007,147119,185535,32827,22471,,0.669,,,,,,,,,,,,
wgnssk,cod-347d,2013,2008,178796,186093,38254,27117,,0.63,,,,,,,,,,,,
wgnssk,cod-347d,2013,2009,191186,211716,47193,32327,,0.602,,,,,,,,,,,,
wgnssk,cod-347d,2013,2010,326440,246225,51792,37888,,0.583,,,,,,,,,,,,
wgnssk,cod-347d,2013,2011,165711,236807,56331,34983,,0.572,,,,,,,,,,,,
wgnssk,cod-347d,2013,2012,,295079,65317,,,,,,,,,,,,,,,
wgnssk,had-34,2013,1963,2314960,3412683,137050,271851,0.502,0.745,,,,,,,,,,,,
wgnssk,had-34,2013,1964,9155375,1281817,417713,379915,0.314,0.794,,,,,,,,,,,,
wgnssk,had-34,2013,1965,26286881,1080997,521738,299343,0.311,0.639,,,,,,,,,,,,
wgnssk,had-34,2013,1966,68923158,1480495,427838,346349,0.529,0.662,,,,,,,,,,,,
wgnssk,had-34,2013,1967,388351133,5527447,224790,246664,0.657,0.626,,,,,,,,,,,,
wgnssk,had-34,2013,1968,17114813,6852013,259397,301821,0.408,0.597,,,,,,,,,,,,
wgnssk,had-34,2013,1969,12133861,2477679,810544,930043,0.409,1.121,,,,,,,,,,,,
wgnssk,had-34,2013,1970,87605720,2541768,900221,805776,0.583,1.152,,,,,,,,,,,,
wgnssk,had-34,2013,1971,78203289,2546401,420401,446824,0.565,0.773,,,,,,,,,,,,
wgnssk,had-34,2013,1972,21425991,2182179,302976,353084,0.645,1.119,,,,,,,,,,,,
wgnssk,had-34,2013,1973,72938535,4087838,297147,307594,0.611,0.866,,,,,,,,,,,,
wgnssk,had-34,2013,1974,132845377,4710721,260752,366992,0.587,0.962,,,,,,,,,,,,
wgnssk,had-34,2013,1975,11406566,2385147,238279,453205,0.635,1.102,,,,,,,,,,,,
wgnssk,had-34,2013,1976,16397329,1097473,309487,375305,0.558,0.973,,,,,,,,,,,,
wgnssk,had-34,2013,1977,26203002,1069043,242297,224516,0.599,1.033,,,,,,,,,,,,
wgnssk,had-34,2013,1978,39808657,1137542,138098,179375,0.664,1.062,,,,,,,,,,,,
wgnssk,had-34,2013,1979,72620594,1352096,117086,145019,0.744,0.987,,,,,,,,,,,,
wgnssk,had-34,2013,1980,15795472,1470716,169227,222127,0.621,0.899,,,,,,,,,,,,
wgnssk,had-34,2013,1981,32606103,996405,257248,213240,0.529,0.659,,,,,,,,,,,,
wgnssk,had-34,2013,1982,20488195,1091776,320939,233283,0.54,0.659,,,,,,,,,,,,
wgnssk,had-34,2013,1983,66943546,2253195,276470,244212,0.598,0.884,,,,,,,,,,,,
wgnssk,had-34,2013,1984,17180273,1690885,224030,218946,0.596,0.873,,,,,,,,,,,,
wgnssk,had-34,2013,1985,23917418,1188181,261091,255366,0.629,0.872,,,,,,,,,,,,
wgnssk,had-34,2013,1986,49002387,1941134,237140,223081,0.709,1.203,,,,,,,,,,,,
wgnssk,had-34,2013,1987,4154844,1097088,166839,173852,0.661,1.024,,,,,,,,,,,,
wgnssk,had-34,2013,1988,8337202,630204,159929,173124,0.669,1.108,,,,,,,,,,,,
wgnssk,had-34,2013,1989,8604153,623382,127707,106526,0.614,0.952,,,,,,,,,,,,
wgnssk,had-34,2013,1990,28334295,1581748,80676,88934,0.667,1.114,,,,,,,,,,,,
wgnssk,had-34,2013,1991,27456974,1551974,63074,93287,0.756,0.888,,,,,,,,,,,,
wgnssk,had-34,2013,1992,41943346,1363931,103105,131650,0.706,0.98,,,,,,,,,,,,
wgnssk,had-34,2013,1993,13122801,1018311,138475,172551,0.593,0.896,,,,,,,,,,,,
wgnssk,had-34,2013,1994,55983396,1485103,161327,151020,0.509,0.83,,,,,,,,,,,,
wgnssk,had-34,2013,1995,14292721,1170059,162662,142524,0.476,0.733,,,,,,,,,,,,
wgnssk,had-34,2013,1996,21442638,1058031,201674,156609,0.392,0.688,,,,,,,,,,,,
wgnssk,had-34,2013,1997,12752842,975541,225758,141347,0.366,0.537,,,,,,,,,,,,
wgnssk,had-34,2013,1998,9957388,791581,202849,131316,0.4,0.604,,,,,,,,,,,,
wgnssk,had-34,2013,1999,138417502,3673171,156880,112021,0.418,0.714,,,,,,,,,,,,
wgnssk,had-34,2013,2000,26490420,3556209,135081,104457,0.352,0.765,,,,,,,,,,,,
wgnssk,had-34,2013,2001,2843508,1236908,316340,166960,0.129,0.492,,,,,,,,,,,,
wgnssk,had-34,2013,2002,3727538,896641,524367,107923,0.111,0.229,,,,,,,,,,,,
wgnssk,had-34,2013,2003,3898976,781120,517010,66805,0.081,0.201,,,,,,,,,,,,
wgnssk,had-34,2013,2004,3716574,775860,444700,64839,0.11,0.263,,,,,,,,,,,,
wgnssk,had-34,2013,2005,42319097,2836645,386936,57162,0.125,0.31,,,,,,,,,,,,
wgnssk,had-34,2013,2006,9031849,1422690,310074,56056,0.121,0.511,,,,,,,,,,,,
wgnssk,had-34,2013,2007,5287388,775740,221317,59643,0.14,0.398,,,,,,,,,,,,
wgnssk,had-34,2013,2008,4293403,605339,223563,43640,0.135,0.227,,,,,,,,,,,,
wgnssk,had-34,2013,2009,33107554,1950891,192276,43407,0.171,0.209,,,,,,,,,,,,
wgnssk,had-34,2013,2010,1794179,633149,182559,39640,0.159,0.233,,,,,,,,,,,,
wgnssk,had-34,2013,2011,680950,415673,205468,46378,0.17,0.298,,,,,,,,,,,,
wgnssk,had-34,2013,2012,3604000,,272592,,,,,,,,,,,,,,,
wgnssk,nop-34,2013,1983,113729000,1439687,462497,457600,,0.901,,,,,,,,,,,,
wgnssk,nop-34,2013,1984,61772000,898325,443600,393010,,1.284,,,,,,,,,,,,
wgnssk,nop-34,2013,1985,41883000,477742,201601,205100,,1.334,,,,,,,,,,,,
wgnssk,nop-34,2013,1986,83028000,500320,108833,174300,,1.112,,,,,,,,,,,,
wgnssk,nop-34,2013,1987,22183000,460566,127454,149300,,0.906,,,,,,,,,,,,
wgnssk,nop-34,2013,1988,66138000,395938,148293,109300,,0.661,,,,,,,,,,,,
wgnssk,nop-34,2013,1989,71030000,553706,111540,166400,,0.833,,,,,,,,,,,,
wgnssk,nop-34,2013,1990,63337000,523692,157886,163300,,0.76,,,,,,,,,,,,
wgnssk,nop-34,2013,1991,123215000,738782,179281,186600,,0.894,,,,,,,,,,,,
wgnssk,nop-34,2013,1992,52958000,806542,228984,296800,,0.934,,,,,,,,,,,,
wgnssk,nop-34,2013,1993,38095000,483216,259868,183100,,0.842,,,,,,,,,,,,
wgnssk,nop-34,2013,1994,155230000,689719,143501,182000,,1.074,,,,,,,,,,,,
wgnssk,nop-34,2013,1995,48855000,921472,172098,236800,,0.587,,,,,,,,,,,,
wgnssk,nop-34,2013,1996,116592000,790616,347965,163800,,0.448,,,,,,,,,,,,
wgnssk,nop-34,2013,1997,32398000,822576,244569,169700,,0.59,,,,,,,,,,,,
wgnssk,nop-34,2013,1998,45579000,486464,307495,57700,,0.299,,,,,,,,,,,,
wgnssk,nop-34,2013,1999,111690000,667414,178881,94500,,0.651,,,,,,,,,,,,
wgnssk,nop-34,2013,2000,37797000,809116,210543,184400,,0.585,,,,,,,,,,,,
wgnssk,nop-34,2013,2001,34394000,458689,275153,65600,,0.266,,,,,,,,,,,,
wgnssk,nop-34,2013,2002,23469000,358401,186995,80000,,0.512,,,,,,,,,,,,
wgnssk,nop-34,2013,2003,10497000,225486,125735,27100,,0.248,,,,,,,,,,,,
wgnssk,nop-34,2013,2004,12204000,156230,96801,13500,,0.156,,,,,,,,,,,,
wgnssk,nop-34,2013,2005,47148000,246165,63034,1900,,0,,,,,,,,,,,,
wgnssk,nop-34,2013,2006,25057000,381302,90814,46600,,0.286,,,,,,,,,,,,
wgnssk,nop-34,2013,2007,41620000,363618,158201,5700,,0.025,,,,,,,,,,,,
wgnssk,nop-34,2013,2008,78354000,559156,153989,36100,,0.137,,,,,,,,,,,,
wgnssk,nop-34,2013,2009,111262000,879330,213553,54500,,0.25,,,,,,,,,,,,
wgnssk,nop-34,2013,2010,11412000,826508,351608,126000,,0.421,,,,,,,,,,,,
wgnssk,nop-34,2013,2011,24356000,399124,374920,6500,,0.034,,,,,,,,,,,,
wgnssk,nop-34,2013,2012,118279000,,169328,,,,,,,,,,,,,,,
wgnssk,ple-eche,2013,1980,18000,11,3200,2100,,0.587,,,,,,,,,,,,
wgnssk,ple-eche,2013,1981,9000,10,4000,3700,,0.767,,,,,,,,,,,,
wgnssk,ple-eche,2013,1982,18000,10,4800,3800,,0.777,,,,,,,,,,,,
wgnssk,ple-eche,2013,1983,14000,10,5100,3900,,0.677,,,,,,,,,,,,
wgnssk,ple-eche,2013,1984,19000,9,4500,4000,,0.872,,,,,,,,,,,,
wgnssk,ple-eche,2013,1985,22000,10,5000,4700,,0.679,,,,,,,,,,,,
wgnssk,ple-eche,2013,1986,44000,15,5700,5300,,0.918,,,,,,,,,,,,
wgnssk,ple-eche,2013,1987,24000,22,8500,6500,,0.687,,,,,,,,,,,,
wgnssk,ple-eche,2013,1988,19000,17,8600,8100,,0.673,,,,,,,,,,,,
wgnssk,ple-eche,2013,1989,12000,14,9100,6800,,0.72,,,,,,,,,,,,
wgnssk,ple-eche,2013,1990,15000,15,9500,7000,,0.723,,,,,,,,,,,,
wgnssk,ple-eche,2013,1991,17000,12,6400,6100,,0.819,,,,,,,,,,,,
wgnssk,ple-eche,2013,1992,22000,12,6100,4900,,0.681,,,,,,,,,,,,
wgnssk,ple-eche,2013,1993,10000,11,4700,4100,,0.52,,,,,,,,,,,,
wgnssk,ple-eche,2013,1994,13000,10,4800,4800,,0.849,,,,,,,,,,,,
wgnssk,ple-eche,2013,1995,20000,10,4500,4000,,0.661,,,,,,,,,,,,
wgnssk,ple-eche,2013,1996,23000,12,4100,4200,,0.742,,,,,,,,,,,,
wgnssk,ple-eche,2013,1997,27000,10,4200,4900,,1.51,,,,,,,,,,,,
wgnssk,ple-eche,2013,1998,10000,12,4900,4500,,0.932,,,,,,,,,,,,
wgnssk,ple-eche,2013,1999,14000,10,5400,5000,,1.039,,,,,,,,,,,,
wgnssk,ple-eche,2013,2000,14000,8,4000,4300,,0.605,,,,,,,,,,,,
wgnssk,ple-eche,2013,2001,16000,9,4600,4100,,0.571,,,,,,,,,,,,
wgnssk,ple-eche,2013,2002,16000,9,4400,4300,,0.985,,,,,,,,,,,,
wgnssk,ple-eche,2013,2003,13000,7,2800,3700,,0.962,,,,,,,,,,,,
wgnssk,ple-eche,2013,2004,11000,8,2900,3200,,0.632,,,,,,,,,,,,
wgnssk,ple-eche,2013,2005,9000,7,3300,2700,,0.537,,,,,,,,,,,,
wgnssk,ple-eche,2013,2006,9000,6,3300,2600,,0.535,,,,,,,,,,,,
wgnssk,ple-eche,2013,2007,13000,7,3200,2900,,0.563,,,,,,,,,,,,
wgnssk,ple-eche,2013,2008,10000,8,3200,2800,,0.467,,,,,,,,,,,,
wgnssk,ple-eche,2013,2009,16000,7,4000,2900,,0.543,,,,,,,,,,,,
wgnssk,ple-eche,2013,2010,26000,8,3900,3200,,0.462,,,,,,,,,,,,
wgnssk,ple-eche,2013,2011,12652,13,6300,2800,,0.334,,,,,,,,,,,,
wgnssk,ple-eche,2013,2012,12652,,6591,,,,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1957,458000,329,273000,78400,,0.269,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1958,698000,350,287100,88200,,0.321,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1959,863000,389,296300,109200,,0.367,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1960,757000,407,307200,117300,,0.368,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1961,861000,423,319900,118500,,0.348,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1962,589000,462,371300,125400,,0.39,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1963,688000,462,368400,148400,,0.423,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1964,2232000,473,361200,147600,,0.469,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1965,695000,464,343900,140200,,0.388,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1966,587000,492,359200,166600,,0.399,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1967,401000,483,412600,163400,,0.429,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1968,434000,469,401000,139500,,0.336,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1969,649000,454,376400,142800,,0.345,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1970,651000,415,332900,160000,,0.48,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1971,410000,398,314700,136900,,0.382,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1972,367000,395,316600,142500,,0.412,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1973,1312000,355,266600,143800,,0.466,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1974,1133000,407,278500,157500,,0.491,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1975,865000,464,291500,195200,,0.561,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1976,693000,462,307700,166900,,0.416,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1977,989000,463,314400,176700,,0.51,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1978,914000,449,301400,159600,,0.468,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1979,895000,455,295800,213300,,0.673,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1980,1134000,412,270500,171500,,0.555,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1981,869000,390,261800,173600,,0.538,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1982,2035000,459,262300,204500,,0.602,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1983,1312000,509,314100,219400,,0.594,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1984,1264000,528,322800,227800,,0.585,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1985,1854000,553,345700,221400,,0.531,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1986,4775000,718,372200,296500,,0.662,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1987,1970000,756,450000,345600,,0.692,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1988,1776000,660,391800,312700,,0.666,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1989,1189000,596,417300,279100,,0.61,,,,,,,,,,,,
