WorkingGroup,FishStock,CertYear,Year,Recruitment,TBiomass,SSB,Landings,YieldSSB,MeanF,Bmsy,SSBlim,Fmsy,SoP,F14,F15,F16,F17,F18,F19,F20,F21
nwwg,sai-icel,2013,2002,61999,216268,99535,42071,0.19,0.3,,,,,,,,,,,,
nwwg,sai-icel,2013,2003,71167,274305,126182,52253,0.19,0.3,,,,,,,,,,,,
nwwg,sai-icel,2013,2004,24399,314708,147000,64791,0.21,0.27,,,,,,,,,,,,
nwwg,sai-icel,2013,2005,69513,278828,152810,69143,0.25,0.29,,,,,,,,,,,,
nwwg,sai-icel,2013,2006,38478,300718,156088,75663,0.25,0.32,,,,,,,,,,,,
nwwg,sai-icel,2013,2007,17674,266975,145549,64430,0.24,0.3,,,,,,,,,,,,
nwwg,sai-icel,2013,2008,27706,234400,138265,70189,0.3,0.35,,,,,,,,,,,,
nwwg,sai-icel,2013,2009,45244,210670,123684,61391,0.29,0.33,,,,,,,,,,,,
nwwg,sai-icel,2013,2010,43207,219187,114349,54272,0.25,0.29,,,,,,,,,,,,
nwwg,sai-icel,2013,2011,61388,234057,112151,51123,0.22,0.26,,,,,,,,,,,,
nwwg,sai-icel,2013,2012,25092,264795,120580,,,,,,,,,,,,,,,
wgansa,sar-soth,2013,1978,23921000,,424000,145609,,0.34,,,,,,,,,,,,
wgansa,sar-soth,2013,1979,27481000,,464000,157241,,0.33,,,,,,,,,,,,
wgansa,sar-soth,2013,1980,31471000,,560000,194802,,0.33,,,,,,,,,,,,
wgansa,sar-soth,2013,1981,19690000,,659000,216517,,0.33,,,,,,,,,,,,
wgansa,sar-soth,2013,1982,10956000,,667000,206946,,0.32,,,,,,,,,,,,
wgansa,sar-soth,2013,1983,49222000,,572000,183837,,0.32,,,,,,,,,,,,
wgansa,sar-soth,2013,1984,15381000,,734000,206005,,0.32,,,,,,,,,,,,
wgansa,sar-soth,2013,1985,14228000,,781000,208439,,0.28,,,,,,,,,,,,
wgansa,sar-soth,2013,1986,11676000,,677000,187363,,0.31,,,,,,,,,,,,
wgansa,sar-soth,2013,1987,23745000,,584000,177696,,0.33,,,,,,,,,,,,
wgansa,sar-soth,2013,1988,13148000,,555000,161531,,0.35,,,,,,,,,,,,
wgansa,sar-soth,2013,1989,12676000,,545000,140961,,0.3,,,,,,,,,,,,
wgansa,sar-soth,2013,1990,13119000,,492000,149429,,0.38,,,,,,,,,,,,
wgansa,sar-soth,2013,1991,36404000,,475000,132587,,0.3,,,,,,,,,,,,
wgansa,sar-soth,2013,1992,26193000,,759000,130250,,0.23,,,,,,,,,,,,
wgansa,sar-soth,2013,1993,11694000,,898000,142495,,0.22,,,,,,,,,,,,
wgansa,sar-soth,2013,1994,10038000,,809000,136582,,0.19,,,,,,,,,,,,
wgansa,sar-soth,2013,1995,7366000,,818000,125280,,0.18,,,,,,,,,,,,
wgansa,sar-soth,2013,1996,11478000,,549000,116736,,0.25,,,,,,,,,,,,
wgansa,sar-soth,2013,1997,6864000,,483000,115814,,0.3,,,,,,,,,,,,
wgansa,sar-soth,2013,1998,9057000,,397000,108924,,0.33,,,,,,,,,,,,
wgansa,sar-soth,2013,1999,7427000,,363000,94091,,0.31,,,,,,,,,,,,
wgansa,sar-soth,2013,2000,22968000,,306000,85786,,0.27,,,,,,,,,,,,
wgansa,sar-soth,2013,2001,13861000,,453000,101957,,0.27,,,,,,,,,,,,
wgansa,sar-soth,2013,2002,7685000,,513000,99673,,0.22,,,,,,,,,,,,
wgansa,sar-soth,2013,2003,5871000,,462000,97831,,0.22,,,,,,,,,,,,
wgansa,sar-soth,2013,2004,26221000,,442000,98020,,0.23,,,,,,,,,,,,
wgansa,sar-soth,2013,2005,9707000,,520000,97345,,0.24,,,,,,,,,,,,
wgansa,sar-soth,2013,2006,3341000,,581000,87023,,0.19,,,,,,,,,,,,
wgansa,sar-soth,2013,2007,5594000,,537000,96469,,0.19,,,,,,,,,,,,
wgansa,sar-soth,2013,2008,7511000,,412000,101464,,0.27,,,,,,,,,,,,
wgansa,sar-soth,2013,2009,11431000,,336000,87740,,0.3,,,,,,,,,,,,
wgansa,sar-soth,2013,2010,5910000,,314000,89571,,0.32,,,,,,,,,,,,
wgansa,sar-soth,2013,2011,11627000,,330000,80403,,0.27,,,,,,,,,,,,
wgansa,sar-soth,2013,2012,6720000,,340000,,,,,,,,,,,,,,,
wgbfas,cod-2532,2013,1966,430264,355416,172018,134867,0.784,0.837,,,,,,,,,,,,
wgbfas,cod-2532,2013,1967,370921,436280,228679,152378,0.6663,1.1587,,,,,,,,,,,,
wgbfas,cod-2532,2013,1968,354063,422232,233958,164472,0.703,1.1303,,,,,,,,,,,,
wgbfas,cod-2532,2013,1969,306727,395953,222659,169909,0.7631,1.0962,,,,,,,,,,,,
wgbfas,cod-2532,2013,1970,240011,351666,208842,154492,0.7398,1.1241,,,,,,,,,,,,
wgbfas,cod-2532,2013,1971,264787,314516,184181,118217,0.6419,0.9133,,,,,,,,,,,,
wgbfas,cod-2532,2013,1972,322278,350280,198996,143833,0.7228,1.0434,,,,,,,,,,,,
wgbfas,cod-2532,2013,1973,432140,394362,211991,143164,0.6753,0.9732,,,,,,,,,,,,
wgbfas,cod-2532,2013,1974,506893,500395,262952,147815,0.5621,0.8311,,,,,,,,,,,,
wgbfas,cod-2532,2013,1975,303683,575916,339545,194649,0.5733,0.6955,,,,,,,,,,,,
wgbfas,cod-2532,2013,1976,293397,535740,355564,203303,0.5718,0.9261,,,,,,,,,,,,
wgbfas,cod-2532,2013,1977,479002,533503,326914,164792,0.5041,0.844,,,,,,,,,,,,
wgbfas,cod-2532,2013,1978,829398,712485,379201,154009,0.4061,0.5358,,,,,,,,,,,,
wgbfas,cod-2532,2013,1979,615355,983040,579671,227699,0.3928,0.4952,,,,,,,,,,,,
wgbfas,cod-2532,2013,1980,425886,1026484,696743,347619,0.4989,0.7342,,,,,,,,,,,,
wgbfas,cod-2532,2013,1981,689813,984216,666132,330742,0.4965,0.8091,,,,,,,,,,,,
wgbfas,cod-2532,2013,1982,693590,1057369,670941,316052,0.4711,0.7301,,,,,,,,,,,,
wgbfas,cod-2532,2013,1983,472374,1003058,645258,332148,0.5148,0.7124,,,,,,,,,,,,
wgbfas,cod-2532,2013,1984,302921,920299,657667,391952,0.596,0.8896,,,,,,,,,,,,
wgbfas,cod-2532,2013,1985,253078,737751,544911,315083,0.5782,0.7334,,,,,,,,,,,,
wgbfas,cod-2532,2013,1986,260214,547640,399371,252558,0.6324,1.0936,,,,,,,,,,,,
wgbfas,cod-2532,2013,1987,368090,492367,320470,207081,0.6462,0.9196,,,,,,,,,,,,
wgbfas,cod-2532,2013,1988,224301,462420,299274,194787,0.6509,0.84,,,,,,,,,,,,
wgbfas,cod-2532,2013,1989,122489,352911,240274,179178,0.7457,1.1478,,,,,,,,,,,,
wgbfas,cod-2532,2013,1990,128378,271623,216027,153546,0.7108,1.2432,,,,,,,,,,,,
wgbfas,cod-2532,2013,1991,82753,193206,151596,122517,0.8082,1.3958,,,,,,,,,,,,
wgbfas,cod-2532,2013,1992,136367,133380,92879,54882,0.5909,1.1003,,,,,,,,,,,,
wgbfas,cod-2532,2013,1993,181970,172116,112719,45188,0.4009,0.4321,,,,,,,,,,,,
wgbfas,cod-2532,2013,1994,127237,265878,191724,93380,0.4871,0.6682,,,,,,,,,,,,
wgbfas,cod-2532,2013,1995,119563,311250,236986,107712,0.4545,0.7965,,,,,,,,,,,,
wgbfas,cod-2532,2013,1996,115525,224231,163717,121877,0.7444,1.0142,,,,,,,,,,,,
wgbfas,cod-2532,2013,1997,88060,195386,135486,88600,0.6539,1.069,,,,,,,,,,,,
wgbfas,cod-2532,2013,1998,149188,175399,109014,67429,0.6185,1.0341,,,,,,,,,,,,
wgbfas,cod-2532,2013,1999,152334,180222,90246,72989,0.8088,0.9672,,,,,,,,,,,,
wgbfas,cod-2532,2013,2000,174950,214697,115928,89168,0.7692,1.0704,,,,,,,,,,,,
wgbfas,cod-2532,2013,2001,135774,171083,104229,91325,0.8762,1.2262,,,,,,,,,,,,
wgbfas,cod-2532,2013,2002,122472,140633,83094,67740,0.8152,1.0947,,,,,,,,,,,,
wgbfas,cod-2532,2013,2003,112745,135937,80394,71386,0.888,0.9526,,,,,,,,,,,,
wgbfas,cod-2532,2013,2004,115077,131965,79488,67768,0.8526,1.4457,,,,,,,,,,,,
wgbfas,cod-2532,2013,2005,164235,122556,65577,55254,0.8426,0.9534,,,,,,,,,,,,
wgbfas,cod-2532,2013,2006,131041,154782,83503,65532,0.7848,0.7801,,,,,,,,,,,,
wgbfas,cod-2532,2013,2007,143846,161596,101652,50843,0.5002,0.5397,,,,,,,,,,,,
wgbfas,cod-2532,2013,2008,158464,182676,119417,42235,0.3537,0.2656,,,,,,,,,,,,
wgbfas,cod-2532,2013,2009,161770,272265,184040,48439,0.2632,0.2625,,,,,,,,,,,,
wgbfas,cod-2532,2013,2010,192503,279955,208152,50277,0.2415,0.2826,,,,,,,,,,,,
wgbfas,cod-2532,2013,2011,205390,290523,211344,50368,0.2383,0.2571,,,,,,,,,,,,
wgbfas,cod-2532,2013,2012,146965,,262701,,,,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1974,24353882,2958691,1768238,368652,0.2085,0.1759,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1975,20427920,2693994,1650878,354851,0.2149,0.1921,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1976,33471388,2544875,1434874,305420,0.2129,0.185,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1977,17994640,2527175,1589773,301952,0.1899,0.1782,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1978,21432602,2530357,1543964,278966,0.1807,0.1558,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1979,16484494,2302921,1495911,278182,0.186,0.1843,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1980,22927592,2263860,1379454,270282,0.1959,0.1828,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1981,36753320,2576184,1283970,293615,0.2287,0.2001,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1982,35176940,2644309,1405001,273134,0.1944,0.1744,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1983,26851980,2271829,1343336,307601,0.229,0.2299,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1984,33070424,2136823,1244498,277926,0.2233,0.2334,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1985,24589392,1917960,1178582,275760,0.234,0.2422,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1986,11821557,1631051,1110258,240516,0.2166,0.2162,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1987,20658080,1649399,1064920,248653,0.2335,0.2462,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1988,9702218,1565304,1070763,255734,0.2388,0.2334,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1989,14257203,1541479,946425,275501,0.2911,0.309,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1990,18060628,1389218,818604,228572,0.2792,0.2917,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1991,13990298,1288056,731585,197676,0.2702,0.3005,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1992,16712554,1182474,749827,189781,0.2531,0.2717,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1993,15457907,1125419,701646,209094,0.298,0.3078,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1994,14413552,1162199,707488,218260,0.3085,0.3702,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1995,18547548,1020744,617581,188181,0.3047,0.3496,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1996,15542234,914946,558868,162578,0.2909,0.3456,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1997,9178268,804018,528239,160002,0.3029,0.3944,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1998,14794665,773691,473966,185780,0.392,0.4148,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,1999,7932189,641769,403493,145922,0.3616,0.349,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2000,15214451,754107,414310,175646,0.4239,0.4704,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2001,10677889,661680,370079,148404,0.401,0.396,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2002,10207247,653388,384139,129222,0.3364,0.3396,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2003,18909054,749664,443723,113584,0.256,0.2599,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2004,11779709,677378,444118,93006,0.2094,0.2202,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2005,7776287,712716,494830,91592,0.1851,0.199,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2006,12882180,831454,547358,110372,0.2016,0.2158,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2007,11120635,849510,563194,116030,0.206,0.2223,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2008,18772570,965452,561729,126155,0.2246,0.2303,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2009,14294974,954427,604571,134127,0.2219,0.2111,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2010,10823758,940194,631782,136706,0.2164,0.2539,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2011,10006729,910958,627856,116785,0.186,0.2028,,,,,,,,,,,,
wgbfas,her-2532-gor,2013,2012,14908000,,604117,,,,,,,,,,,,,,,
wgbfas,her-riga,2013,1977,943160,76732,54521,24186,0.4436,0.6903,,,,,,,,,,,,
wgbfas,her-riga,2013,1978,1076417,66254,49354,16728,0.3389,0.3752,,,,,,,,,,,,
wgbfas,her-riga,2013,1979,976831,66126,46736,17142,0.3668,0.431,,,,,,,,,,,,
wgbfas,her-riga,2013,1980,1110166,69522,46707,14998,0.3211,0.3499,,,,,,,,,,,,
wgbfas,her-riga,2013,1981,908215,65521,47214,16769,0.3552,0.4526,,,,,,,,,,,,
wgbfas,her-riga,2013,1982,1687227,72869,42747,12777,0.2989,0.4199,,,,,,,,,,,,
wgbfas,her-riga,2013,1983,1252616,76232,50824,15541,0.3058,0.468,,,,,,,,,,,,
wgbfas,her-riga,2013,1984,2021960,66063,39875,15843,0.3973,0.7075,,,,,,,,,,,,
wgbfas,her-riga,2013,1985,1374055,77181,51828,15575,0.3005,0.539,,,,,,,,,,,,
wgbfas,her-riga,2013,1986,1110544,86270,63951,16927,0.2647,0.5114,,,,,,,,,,,,
wgbfas,her-riga,2013,1987,3864301,96537,51135,12884,0.252,0.425,,,,,,,,,,,,
wgbfas,her-riga,2013,1988,551348,114749,95388,16791,0.176,0.5266,,,,,,,,,,,,
wgbfas,her-riga,2013,1989,1258962,84540,62216,16783,0.2698,0.3673,,,,,,,,,,,,
wgbfas,her-riga,2013,1990,3486226,134888,75520,14931,0.1977,0.2423,,,,,,,,,,,,
wgbfas,her-riga,2013,1991,3553583,136509,84129,14791,0.1758,0.2571,,,,,,,,,,,,
wgbfas,her-riga,2013,1992,4165842,160674,101717,20000,0.1966,0.2776,,,,,,,,,,,,
wgbfas,her-riga,2013,1993,3160982,168393,115143,22200,0.1928,0.2439,,,,,,,,,,,,
wgbfas,her-riga,2013,1994,2733675,163165,118807,24300,0.2045,0.2481,,,,,,,,,,,,
wgbfas,her-riga,2013,1995,3419420,160004,110690,32656,0.295,0.3721,,,,,,,,,,,,
wgbfas,her-riga,2013,1996,4628394,161338,99915,32584,0.3261,0.406,,,,,,,,,,,,
wgbfas,her-riga,2013,1997,1562221,128958,98931,39843,0.4027,0.5428,,,,,,,,,,,,
wgbfas,her-riga,2013,1998,2759235,116121,77920,29443,0.3779,0.4859,,,,,,,,,,,,
wgbfas,her-riga,2013,1999,2870028,132658,80474,31403,0.3902,0.4619,,,,,,,,,,,,
wgbfas,her-riga,2013,2000,2627666,129812,81146,34069,0.4198,0.4898,,,,,,,,,,,,
wgbfas,her-riga,2013,2001,6069800,154508,77067,38785,0.5033,0.5603,,,,,,,,,,,,
wgbfas,her-riga,2013,2002,2260926,142066,99092,39701,0.4006,0.4938,,,,,,,,,,,,
wgbfas,her-riga,2013,2003,6876277,153882,84634,40803,0.4821,0.5801,,,,,,,,,,,,
wgbfas,her-riga,2013,2004,1008256,118499,90143,39115,0.4339,0.5998,,,,,,,,,,,,
wgbfas,her-riga,2013,2005,3099993,121523,71057,32225,0.4535,0.5287,,,,,,,,,,,,
wgbfas,her-riga,2013,2006,6727374,139188,68304,31232,0.4572,0.4519,,,,,,,,,,,,
wgbfas,her-riga,2013,2007,1884579,121668,87336,33742,0.3863,0.5883,,,,,,,,,,,,
wgbfas,her-riga,2013,2008,5202792,149125,84230,31137,0.3697,0.3516,,,,,,,,,,,,
wgbfas,her-riga,2013,2009,2854305,142337,98172,32554,0.3316,0.4357,,,,,,,,,,,,
wgbfas,her-riga,2013,2010,2895910,134941,93566,30174,0.3225,0.3553,,,,,,,,,,,,
wgbfas,her-riga,2013,2011,1161650,125748,95919,29639,0.309,0.4036,,,,,,,,,,,,
wgbfas,her-riga,2013,2012,3185591,,71362,,,,,,,,,,,,,,,
wgbfas,spr-2232,2013,1974,83816000,2013000,1106000,242000,0.2185,0.314,,,,,,,,,,,,
wgbfas,spr-2232,2013,1975,37663000,1397000,820000,201000,0.2457,0.3523,,,,,,,,,,,,
wgbfas,spr-2232,2013,1976,201070000,2026000,636000,195000,0.3065,0.3588,,,,,,,,,,,,
wgbfas,spr-2232,2013,1977,40979000,1451000,916000,181000,0.1974,0.3278,,,,,,,,,,,,
wgbfas,spr-2232,2013,1978,16778000,968000,643000,132000,0.2058,0.3188,,,,,,,,,,,,
wgbfas,spr-2232,2013,1979,33913000,709000,388000,77000,0.1986,0.2407,,,,,,,,,,,,
wgbfas,spr-2232,2013,1980,22657000,530000,251000,58000,0.2319,0.2668,,,,,,,,,,,,
wgbfas,spr-2232,2013,1981,66951000,675000,223000,49000,0.2207,0.1551,,,,,,,,,,,,
wgbfas,spr-2232,2013,1982,42748000,757000,282000,49000,0.1727,0.2554,,,,,,,,,,,,
wgbfas,spr-2232,2013,1983,153429000,1792000,423000,37000,0.0881,0.1224,,,,,,,,,,,,
wgbfas,spr-2232,2013,1984,54684000,1275000,594000,53000,0.0885,0.1727,,,,,,,,,,,,
wgbfas,spr-2232,2013,1985,41317000,1043000,553000,70000,0.1257,0.1738,,,,,,,,,,,,
wgbfas,spr-2232,2013,1986,15351000,751000,506000,76000,0.1497,0.2225,,,,,,,,,,,,
wgbfas,spr-2232,2013,1987,34276000,781000,420000,88000,0.2102,0.2826,,,,,,,,,,,,
wgbfas,spr-2232,2013,1988,13738000,567000,380000,80000,0.2113,0.2499,,,,,,,,,,,,
wgbfas,spr-2232,2013,1989,40580000,836000,404000,86000,0.2125,0.2233,,,,,,,,,,,,
wgbfas,spr-2232,2013,1990,49467000,1093000,538000,86000,0.1592,0.141,,,,,,,,,,,,
wgbfas,spr-2232,2013,1991,53405000,1296000,741000,103000,0.1394,0.1787,,,,,,,,,,,,
wgbfas,spr-2232,2013,1992,90834000,1843000,986000,142000,0.1442,0.2063,,,,,,,,,,,,
wgbfas,spr-2232,2013,1993,87483000,2033000,1275000,178000,0.1397,0.1653,,,,,,,,,,,,
wgbfas,spr-2232,2013,1994,62302000,2069000,1323000,289000,0.2183,0.2671,,,,,,,,,,,,
wgbfas,spr-2232,2013,1995,245321000,3052000,1394000,313000,0.2246,0.3485,,,,,,,,,,,,
wgbfas,spr-2232,2013,1996,159806000,2826000,1772000,441000,0.2489,0.3017,,,,,,,,,,,,
wgbfas,spr-2232,2013,1997,54861000,2564000,1747000,529000,0.303,0.4119,,,,,,,,,,,,
wgbfas,spr-2232,2013,1998,170889000,2361000,1308000,471000,0.3598,0.4108,,,,,,,,,,,,
wgbfas,spr-2232,2013,1999,52482000,1939000,1330000,421000,0.3168,0.3935,,,,,,,,,,,,
wgbfas,spr-2232,2013,2000,102519000,2142000,1256000,389000,0.3097,0.3311,,,,,,,,,,,,
wgbfas,spr-2232,2013,2001,48171000,1732000,1137000,342000,0.3009,0.307,,,,,,,,,,,,
wgbfas,spr-2232,2013,2002,53488000,1500000,903000,343000,0.38,0.3972,,,,,,,,,,,,
wgbfas,spr-2232,2013,2003,108657000,1441000,760000,308000,0.4059,0.4269,,,,,,,,,,,,
wgbfas,spr-2232,2013,2004,212273000,2025000,964000,374000,0.3876,0.5057,,,,,,,,,,,,
wgbfas,spr-2232,2013,2005,42534000,1726000,1177000,405000,0.3444,0.4733,,,,,,,,,,,,
wgbfas,spr-2232,2013,2006,74805000,1559000,983000,352000,0.3581,0.4019,,,,,,,,,,,,
wgbfas,spr-2232,2013,2007,108969000,1687000,892000,388000,0.4356,0.3755,,,,,,,,,,,,
wgbfas,spr-2232,2013,2008,70507000,1726000,996000,381000,0.3822,0.3856,,,,,,,,,,,,
wgbfas,spr-2232,2013,2009,184832000,2050000,949000,407000,0.4292,0.4528,,,,,,,,,,,,
wgbfas,spr-2232,2013,2010,42094000,1623000,1061000,342000,0.322,0.3368,,,,,,,,,,,,
wgbfas,spr-2232,2013,2011,74977000,1312000,809000,264000,0.3262,0.2876,,,,,,,,,,,,
wgbfas,spr-2232,2013,2012,97951000,,770000,,,,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1971,4774,15358,10100,5782,,0.556,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1972,929,12830,9314,4737,,0.517,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1973,2810,11710,8625,4015,,0.541,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1974,888,10719,8330,2898,,0.377,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1975,6021,12574,7518,3993,,0.678,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1976,1986,12209,7307,4818,,0.553,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1977,2871,12543,8839,3059,,0.349,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1978,2738,13780,9688,3647,,0.362,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1979,6619,16323,9835,4650,,0.468,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1980,12215,22794,10329,7243,,0.696,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1981,5145,20623,11177,10597,,0.812,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1982,2115,18826,13451,8766,,0.633,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1983,6918,18539,13004,9641,,0.833,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1984,6690,17142,9568,6631,,0.532,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1985,5904,21773,13082,8317,,0.533,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1986,5034,21028,13752,10475,,0.781,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1987,25442,28586,11472,10228,,0.819,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1988,12267,41509,16629,17191,,0.638,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1989,3664,37673,26382,19809,,0.813,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1990,4046,25249,19240,12749,,0.861,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1991,11364,19519,10845,9336,,0.981,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1992,11740,21914,9073,9747,,0.851,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1993,3704,20978,12278,10425,,0.748,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1994,13726,26270,14367,10620,,0.749,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1995,9693,26049,13043,11709,,0.724,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1996,7458,26461,15950,12681,,0.851,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1997,10047,23529,14167,12035,,0.8,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1998,5053,19828,12721,11431,,0.938,,,,,,,,,,,,
wgcse,cod-7e-k,2013,1999,2365,16393,11218,8594,,0.837,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2000,10685,15681,7993,6536,,0.727,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2001,8857,19435,8996,8308,,0.713,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2002,2190,16398,11245,9236,,0.822,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2003,1304,11575,9106,6420,,0.916,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2004,2941,7362,4768,3672,,0.924,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2005,4170,7656,3495,3062,,0.959,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2006,4605,9066,3850,3776,,0.802,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2007,3989,10635,5204,4830,,0.808,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2008,1581,9216,5601,3961,,0.724,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2009,3293,9781,5361,3292,,0.733,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2010,19370,23145,5337,3229,,0.507,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2011,4651.641578,23358,11451,4720,,0.389,,,,,,,,,,,,
wgcse,cod-7e-k,2013,2012,4652,,24580,,,,,,,,,,,,,,,
wgcse,cod-scow,2013,1981,11348.11607,58553,40261,23881.02896,,0.733568515,,,,,,,,,,,,
wgcse,cod-scow,2013,1982,26246.52562,58057,38418,21140.98069,,0.671170428,,,,,,,,,,,,
wgcse,cod-scow,2013,1983,14584.61643,49539,34088,20601.4903,,0.764009819,,,,,,,,,,,,
wgcse,cod-scow,2013,1984,26873.01504,53536,31261,20785.18726,,0.85699413,,,,,,,,,,,,
wgcse,cod-scow,2013,1985,12293.0567,36265,25256,18444.09175,,1.008899687,,,,,,,,,,,,
wgcse,cod-scow,2013,1986,21939.22034,34445,19789,12363.87174,,0.777521952,,,,,,,,,,,,
wgcse,cod-scow,2013,1987,51725.79371,43426,21015,18305.01865,,0.928602919,,,,,,,,,,,,
wgcse,cod-scow,2013,1988,6615.107704,43125,26751,19264.0648,,0.875069415,,,,,,,,,,,,
wgcse,cod-scow,2013,1989,23051.77881,37106,23338,16926.26366,,0.920159315,,,,,,,,,,,,
wgcse,cod-scow,2013,1990,7504.155342,27692,19806,12302.95221,,0.778229993,,,,,,,,,,,,
wgcse,cod-scow,2013,1991,12548.91009,24855,16740,11009.2839,,0.828625124,,,,,,,,,,,,
wgcse,cod-scow,2013,1992,24097.28492,25027,14071,10055.4467,,0.84892885,,,,,,,,,,,,
wgcse,cod-scow,2013,1993,9555.528093,30198,17447,11846.16474,,0.838455491,,,,,,,,,,,,
wgcse,cod-scow,2013,1994,18444.66866,28782,18081,11655.97477,,0.810913907,,,,,,,,,,,,
wgcse,cod-scow,2013,1995,15295.7519,29745,17973,11829.22114,,0.818288893,,,,,,,,,,,,
wgcse,cod-scow,2013,1996,6588.183492,26699,18079,12491.50446,,0.92890346,,,,,,,,,,,,
wgcse,cod-scow,2013,1997,24361.14033,26814,13240,10704.93897,,0.9721818,,,,,,,,,,,,
wgcse,cod-scow,2013,1998,7003.15794,19043,11656,9683.036867,,0.942237522,,,,,,,,,,,,
wgcse,cod-scow,2013,1999,5113.219611,15656,10833,7808.293413,,0.989813169,,,,,,,,,,,,
wgcse,cod-scow,2013,2000,18981.93251,16497,7856,6823.473483,,0.960160538,,,,,,,,,,,,
wgcse,cod-scow,2013,2001,4253.511136,14316,8604,6785.459551,,0.984031388,,,,,,,,,,,,
wgcse,cod-scow,2013,2002,8206.441056,12932,8107,6523.975961,,1.056981591,,,,,,,,,,,,
wgcse,cod-scow,2013,2003,1827.117348,8508,5824,4398.034651,,1.044014358,,,,,,,,,,,,
