WorkingGroup,FishStock,CertYear,Year,Recruitment,TBiomass,SSB,Landings,YieldSSB,MeanF,Bmsy,SSBlim,Fmsy
nwwg,had-iceg,2012,1987,164036,105395,46298,40760,0.386732767,0.583643,,,
nwwg,had-iceg,2012,1988,48742,153708,69391,54204,0.35263942,0.675359,,,
nwwg,had-iceg,2012,1989,29778,168184,99537,62885,0.373905366,0.676371,,,
nwwg,had-iceg,2012,1990,27094,145507,110745,67198,0.46181627,0.610767,,,
nwwg,had-iceg,2012,1991,92281,122708,89825,54692,0.445706881,0.664292,,,
nwwg,had-iceg,2012,1992,175094,106310,66379,47121,0.443241464,0.728033,,,
nwwg,had-iceg,2012,1993,38437,130461,71000,48123,0.368871157,0.668831,,,
nwwg,had-iceg,2012,1994,46842,127836,83295,59502,0.465454958,0.640774,,,
nwwg,had-iceg,2012,1995,72857,124042,85054,60884,0.490835362,0.660904,,,
nwwg,had-iceg,2012,1996,36341,108036,70008,56890,0.52658188,0.675114,,,
nwwg,had-iceg,2012,1997,102509,87152,58993,43764,0.502153127,0.624108,,,
nwwg,had-iceg,2012,1998,17976,97121,64203,41192,0.424129381,0.626716,,,
nwwg,had-iceg,2012,1999,50112,91024,64439,45411,0.498890946,0.68486,,,
nwwg,had-iceg,2012,2000,118842,90652,63531,42105,0.464474979,0.636291,,,
nwwg,had-iceg,2012,2001,156098,115581,70555,39654,0.343079745,0.461815,,,
nwwg,had-iceg,2012,2002,188264,169063,99807,50498,0.298690429,0.45995,,,
nwwg,had-iceg,2012,2003,49771,220805,148288,60883,0.275732434,0.401748,,,
nwwg,had-iceg,2012,2004,152443,253807,182198,84828,0.334222854,0.486681,,,
nwwg,had-iceg,2012,2005,390573,260418,178114,97225,0.373342856,0.50914,,,
nwwg,had-iceg,2012,2006,82587,301914,144750,97614,0.323316905,0.581257,,,
nwwg,had-iceg,2012,2007,45588,298912,164319,109966,0.367887539,0.55109,,,
nwwg,had-iceg,2012,2008,47021,251566,160319,102872,0.408926485,0.485564,,,
nwwg,had-iceg,2012,2009,112289,195503,144947,82045,0.419659545,0.49047,,,
nwwg,had-iceg,2012,2010,22499,168836,116130,64169,0.380064086,0.461173,,,
nwwg,had-iceg,2012,2011,23639,145295,97480,,,,,,
nwwg,her-vasu,2012,1987,530000,504000,384000,75000,0.195,0.347,,,
nwwg,her-vasu,2012,1988,271000,495000,423000,93000,0.22,0.266,,,
nwwg,her-vasu,2012,1989,448000,459000,386000,101000,0.262,0.322,,,
nwwg,her-vasu,2012,1990,301000,410000,350000,104000,0.297,0.4,,,
nwwg,her-vasu,2012,1991,842000,424000,310000,107000,0.345,0.436,,,
nwwg,her-vasu,2012,1992,1035000,503000,344000,107000,0.311,0.415,,,
nwwg,her-vasu,2012,1993,638000,547000,425000,103000,0.243,0.247,,,
nwwg,her-vasu,2012,1994,694000,555000,442000,134000,0.303,0.311,,,
nwwg,her-vasu,2012,1995,204000,464000,408000,125000,0.306,0.342,,,
nwwg,her-vasu,2012,1996,183000,350000,310000,96000,0.31,0.358,,,
nwwg,her-vasu,2012,1997,778000,371000,271000,65000,0.239,0.247,,,
nwwg,her-vasu,2012,1998,326000,371000,302000,86000,0.285,0.276,,,
nwwg,her-vasu,2012,1999,565000,379000,294000,93000,0.316,0.371,,,
nwwg,her-vasu,2012,2000,404000,396000,313000,100000,0.319,0.327,,,
nwwg,her-vasu,2012,2001,492000,360000,281000,94000,0.334,0.398,,,
nwwg,her-vasu,2012,2002,1679000,562000,317000,96000,0.303,0.393,,,
nwwg,her-vasu,2012,2003,1190000,648000,436000,129000,0.296,0.258,,,
nwwg,her-vasu,2012,2004,643000,693000,560000,112000,0.2,0.203,,,
nwwg,her-vasu,2012,2005,1187000,818000,608000,102000,0.168,0.205,,,
nwwg,her-vasu,2012,2006,678000,895000,719000,130000,0.181,0.122,,,
nwwg,her-vasu,2012,2007,823000,819000,665000,158000,0.237,0.254,,,
nwwg,her-vasu,2012,2008,597000,829000,688000,152000,0.221,0.253,,,
nwwg,her-vasu,2012,2009,571000,797000,542000,46000,0.085,0.078,,,
nwwg,her-vasu,2012,2010,529000,601000,386000,44000,0.114,0.125,,,
nwwg,her-vasu,2012,2011,567000,448000,218000,,,,,,
wgansa,sar-soth,2012,1978,11659000,,302000,145609,,0.3555,,,
wgansa,sar-soth,2012,1979,13689000,,371000,157241,,0.3632,,,
wgansa,sar-soth,2012,1980,14888000,,458000,194802,,0.2633,,,
wgansa,sar-soth,2012,1981,9455000,,574000,216517,,0.3162,,,
wgansa,sar-soth,2012,1982,6897000,,606000,206946,,0.3017,,,
wgansa,sar-soth,2012,1983,19940000,,561000,183837,,0.2636,,,
wgansa,sar-soth,2012,1984,8495000,,615000,206005,,0.238,,,
wgansa,sar-soth,2012,1985,6493000,,718000,208439,,0.2343,,,
wgansa,sar-soth,2012,1986,5414000,,668000,187363,,0.2988,,,
wgansa,sar-soth,2012,1987,9065000,,564000,177696,,0.2923,,,
wgansa,sar-soth,2012,1988,5824000,,491000,161531,,0.305,,,
wgansa,sar-soth,2012,1989,5776000,,411000,140961,,0.3267,,,
wgansa,sar-soth,2012,1990,5442000,,373000,149429,,0.3901,,,
wgansa,sar-soth,2012,1991,12550000,,378000,132587,,0.2852,,,
wgansa,sar-soth,2012,1992,10368000,,493000,130250,,0.2607,,,
wgansa,sar-soth,2012,1993,4630000,,547000,142495,,0.3096,,,
wgansa,sar-soth,2012,1994,4540000,,552000,136582,,0.2184,,,
wgansa,sar-soth,2012,1995,3841000,,604000,125280,,0.2329,,,
wgansa,sar-soth,2012,1996,4868000,,409000,116736,,0.2618,,,
wgansa,sar-soth,2012,1997,3797000,,362000,115814,,0.3556,,,
wgansa,sar-soth,2012,1998,3854000,,313000,108924,,0.4089,,,
wgansa,sar-soth,2012,1999,3741000,,313000,94091,,0.3605,,,
wgansa,sar-soth,2012,2000,10382000,,250000,85786,,0.3429,,,
wgansa,sar-soth,2012,2001,7121000,,290000,101957,,0.2698,,,
wgansa,sar-soth,2012,2002,3922000,,422000,99673,,0.2273,,,
wgansa,sar-soth,2012,2003,2736000,,430000,97831,,0.2247,,,
wgansa,sar-soth,2012,2004,11289000,,427000,98020,,0.2375,,,
wgansa,sar-soth,2012,2005,4938000,,345000,97345,,0.207,,,
wgansa,sar-soth,2012,2006,1568000,,544000,87023,,0.1835,,,
wgansa,sar-soth,2012,2007,1859000,,521000,96469,,0.2,,,
wgansa,sar-soth,2012,2008,2534000,,379000,101464,,0.3022,,,
wgansa,sar-soth,2012,2009,3760000,,263000,87740,,0.3358,,,
wgansa,sar-soth,2012,2010,1419000,,172000,89571,,0.4284,,,
wgansa,sar-soth,2012,2011,2407000,,174000,,,,,,
wgbfas,cod-2532,2012,1966,430264,355416,172018,134867,0.784,0.84,985300,63750,0.3
wgbfas,cod-2532,2012,1967,370921,436280,228679,152378,0.6663,1.16,985300,63750,0.3
wgbfas,cod-2532,2012,1968,354063,422232,233958,164472,0.703,1.13,985300,63750,0.3
wgbfas,cod-2532,2012,1969,306727,395953,222659,169909,0.7631,1.1,985300,63750,0.3
wgbfas,cod-2532,2012,1970,240011,351666,208842,154492,0.7398,1.12,985300,63750,0.3
wgbfas,cod-2532,2012,1971,264787,314516,184181,118217,0.6419,0.91,985300,63750,0.3
wgbfas,cod-2532,2012,1972,322278,350280,198996,143833,0.7228,1.04,985300,63750,0.3
wgbfas,cod-2532,2012,1973,432140,394362,211991,143164,0.6753,0.97,985300,63750,0.3
wgbfas,cod-2532,2012,1974,506893,500395,262952,147815,0.5621,0.83,985300,63750,0.3
wgbfas,cod-2532,2012,1975,303683,575916,339545,194649,0.5733,0.7,985300,63750,0.3
wgbfas,cod-2532,2012,1976,293397,535740,355564,203303,0.5718,0.93,985300,63750,0.3
wgbfas,cod-2532,2012,1977,479002,533503,326914,164792,0.5041,0.84,985300,63750,0.3
wgbfas,cod-2532,2012,1978,829398,712485,379201,154009,0.4061,0.54,985300,63750,0.3
wgbfas,cod-2532,2012,1979,615355,983040,579671,227699,0.3928,0.5,985300,63750,0.3
wgbfas,cod-2532,2012,1980,425886,1026484,696743,347619,0.4989,0.73,985300,63750,0.3
wgbfas,cod-2532,2012,1981,689813,984216,666132,330742,0.4965,0.81,985300,63750,0.3
wgbfas,cod-2532,2012,1982,693590,1057369,670941,316052,0.4711,0.73,985300,63750,0.3
wgbfas,cod-2532,2012,1983,472374,1003058,645258,332148,0.5148,0.71,985300,63750,0.3
wgbfas,cod-2532,2012,1984,302921,920299,657667,391952,0.596,0.89,985300,63750,0.3
wgbfas,cod-2532,2012,1985,253078,737751,544911,315083,0.5782,0.73,985300,63750,0.3
wgbfas,cod-2532,2012,1986,260214,547640,399371,252558,0.6324,1.09,985300,63750,0.3
wgbfas,cod-2532,2012,1987,368089,492366,320470,207081,0.6462,0.92,985300,63750,0.3
wgbfas,cod-2532,2012,1988,224300,462420,299273,194787,0.6509,0.84,985300,63750,0.3
wgbfas,cod-2532,2012,1989,122489,352909,240273,179178,0.7457,1.15,985300,63750,0.3
wgbfas,cod-2532,2012,1990,128357,271616,216024,153546,0.7108,1.24,985300,63750,0.3
wgbfas,cod-2532,2012,1991,82752,193191,151586,122517,0.8082,1.4,985300,63750,0.3
wgbfas,cod-2532,2012,1992,136406,133368,92864,54882,0.591,1.1,985300,63750,0.3
wgbfas,cod-2532,2012,1993,181985,172117,112710,45188,0.4009,0.43,985300,63750,0.3
wgbfas,cod-2532,2012,1994,127263,265896,191730,93380,0.487,0.67,985300,63750,0.3
wgbfas,cod-2532,2012,1995,119558,311265,236994,107712,0.4545,0.8,985300,63750,0.3
wgbfas,cod-2532,2012,1996,115509,224291,163779,121877,0.7442,1.01,985300,63750,0.3
wgbfas,cod-2532,2012,1997,88058,195522,135620,88600,0.6533,1.07,985300,63750,0.3
wgbfas,cod-2532,2012,1998,149121,175448,109078,67429,0.6182,1.03,985300,63750,0.3
wgbfas,cod-2532,2012,1999,152307,180246,90298,72989,0.8083,0.96,985300,63750,0.3
wgbfas,cod-2532,2012,2000,174929,214600,115853,89168,0.7697,1.07,985300,63750,0.3
wgbfas,cod-2532,2012,2001,135682,170963,104135,91325,0.877,1.23,985300,63750,0.3
wgbfas,cod-2532,2012,2002,122186,140459,82992,67740,0.8162,1.1,985300,63750,0.3
wgbfas,cod-2532,2012,2003,111907,135470,80153,71386,0.8906,0.96,985300,63750,0.3
wgbfas,cod-2532,2012,2004,107209,129882,78901,67768,0.8589,1.46,985300,63750,0.3
wgbfas,cod-2532,2012,2005,160148,118110,63750,55254,0.8667,0.97,985300,63750,0.3
wgbfas,cod-2532,2012,2006,127414,147482,78656,65532,0.8331,0.84,985300,63750,0.3
wgbfas,cod-2532,2012,2007,160234,154636,93942,50843,0.5412,0.62,985300,63750,0.3
wgbfas,cod-2532,2012,2008,204938,183970,111253,42235,0.3796,0.3,985300,63750,0.3
wgbfas,cod-2532,2012,2009,198143,295648,186327,48439,0.26,0.2625,985300,63750,0.3
wgbfas,cod-2532,2012,2010,195479,333153,208152,50277,0.2166,0.2826,985300,63750,0.3
wgbfas,cod-2532,2012,2011,145702,339816,211344,,,0.2571,985300,63750,0.3
wgbfas,cod-2532,2012,2012,,407779,262701,,,,985300,63750,0.3
wgnssk,ple-eche,2012,1980,18277,11602,3768,2060,0.55,0.44,,,
wgnssk,ple-eche,2012,1981,9253,10042,4510,3706,0.82,0.6,,,
wgnssk,ple-eche,2012,1982,18188,10391,5078,3781,0.74,0.63,,,
wgnssk,ple-eche,2012,1983,14563,10446,5427,3919,0.72,0.61,,,
wgnssk,ple-eche,2012,1984,19121,9731,4879,4010,0.82,0.75,,,
wgnssk,ple-eche,2012,1985,21613,10948,5334,4680,0.88,0.6,,,
wgnssk,ple-eche,2012,1986,44504,16272,6768,5311,0.78,0.66,,,
wgnssk,ple-eche,2012,1987,22757,22367,9067,6502,0.72,0.56,,,
wgnssk,ple-eche,2012,1988,19480,17001,8906,8098,0.91,0.59,,,
wgnssk,ple-eche,2012,1989,12397,14841,9571,6807,0.71,0.67,,,
wgnssk,ple-eche,2012,1990,15100,15092,9710,7031,0.72,0.71,,,
wgnssk,ple-eche,2012,1991,17016,12845,7149,6072,0.85,0.76,,,
wgnssk,ple-eche,2012,1992,21763,11771,6004,4925,0.82,0.66,,,
wgnssk,ple-eche,2012,1993,10296,11374,5226,4143,0.79,0.42,,,
wgnssk,ple-eche,2012,1994,13473,10879,5857,4757,0.81,0.65,,,
wgnssk,ple-eche,2012,1995,19477,10611,5095,3987,0.78,0.54,,,
wgnssk,ple-eche,2012,1996,22274,12384,4657,4191,0.9,0.63,,,
wgnssk,ple-eche,2012,1997,26090,10813,4802,4872,1.01,1.22,,,
wgnssk,ple-eche,2012,1998,10546,11923,5366,4467,0.83,0.79,,,
wgnssk,ple-eche,2012,1999,14291,9743,5574,4951,0.89,0.99,,,
wgnssk,ple-eche,2012,2000,13284,7315,3789,4294,1.13,0.69,,,
wgnssk,ple-eche,2012,2001,16160,8379,4260,4083,0.96,0.63,,,
wgnssk,ple-eche,2012,2002,15444,8651,4099,4256,1.04,1.01,,,
wgnssk,ple-eche,2012,2003,12833,7102,2906,3665,1.26,0.94,,,
wgnssk,ple-eche,2012,2004,10855,7552,2974,3183,1.07,0.62,,,
wgnssk,ple-eche,2012,2005,9195,6110,2931,2722,0.93,0.69,,,
wgnssk,ple-eche,2012,2006,8912,6170,3086,2643,0.86,0.63,,,
wgnssk,ple-eche,2012,2007,13055,6540,2837,2889,1.02,0.63,,,
wgnssk,ple-eche,2012,2008,11574,7698,2924,2763,0.94,0.55,,,
wgnssk,ple-eche,2012,2009,23432,6413,3564,2889,0.81,0.64,,,
wgnssk,ple-eche,2012,2010,14981,9228,3945,3177,0.81,0.46,,,
wgnssk,ple-eche,2012,2011,12163,8235,4342,,,,,,
wgnssk,ple-nsea,2012,1957,458000,329000,273000,78400,,0.269,559730,160000,0.25
wgnssk,ple-nsea,2012,1958,698000,350000,287100,88200,,0.321,559730,160000,0.25
wgnssk,ple-nsea,2012,1959,863000,389000,296300,109200,,0.367,559730,160000,0.25
wgnssk,ple-nsea,2012,1960,757000,407000,307200,117300,,0.368,559730,160000,0.25
wgnssk,ple-nsea,2012,1961,861000,423000,319900,118500,,0.348,559730,160000,0.25
wgnssk,ple-nsea,2012,1962,589000,462000,371300,125400,,0.39,559730,160000,0.25
wgnssk,ple-nsea,2012,1963,688000,462000,368400,148400,,0.423,559730,160000,0.25
wgnssk,ple-nsea,2012,1964,2232000,473000,361200,147600,,0.469,559730,160000,0.25
wgnssk,ple-nsea,2012,1965,695000,464000,343900,140200,,0.388,559730,160000,0.25
wgnssk,ple-nsea,2012,1966,587000,492000,359200,166600,,0.399,559730,160000,0.25
wgnssk,ple-nsea,2012,1967,401000,483000,412600,163400,,0.429,559730,160000,0.25
wgnssk,ple-nsea,2012,1968,434000,469000,401000,139500,,0.336,559730,160000,0.25
wgnssk,ple-nsea,2012,1969,649000,454000,376400,142800,,0.345,559730,160000,0.25
wgnssk,ple-nsea,2012,1970,651000,415000,332900,160000,,0.48,559730,160000,0.25
wgnssk,ple-nsea,2012,1971,410000,398000,314700,136900,,0.382,559730,160000,0.25
wgnssk,ple-nsea,2012,1972,367000,395000,316600,142500,,0.412,559730,160000,0.25
wgnssk,ple-nsea,2012,1973,1312000,355000,266600,143800,,0.466,559730,160000,0.25
wgnssk,ple-nsea,2012,1974,1133000,407000,278400,157500,,0.491,559730,160000,0.25
wgnssk,ple-nsea,2012,1975,865000,464000,291400,195200,,0.561,559730,160000,0.25
wgnssk,ple-nsea,2012,1976,693000,462000,307700,166900,,0.416,559730,160000,0.25
wgnssk,ple-nsea,2012,1977,989000,463000,314400,176700,,0.51,559730,160000,0.25
wgnssk,ple-nsea,2012,1978,912000,449000,301200,159600,,0.469,559730,160000,0.25
wgnssk,ple-nsea,2012,1979,891000,454000,295400,213300,,0.674,559730,160000,0.25
wgnssk,ple-nsea,2012,1980,1129000,410000,269600,171000,,0.557,559730,160000,0.25
wgnssk,ple-nsea,2012,1981,866000,388000,260500,172800,,0.538,559730,160000,0.25
wgnssk,ple-nsea,2012,1982,2031000,456000,260900,203700,,0.602,559730,160000,0.25
wgnssk,ple-nsea,2012,1983,1308000,506000,312400,218500,,0.593,559730,160000,0.25
wgnssk,ple-nsea,2012,1984,1259000,526000,321200,227000,,0.583,559730,160000,0.25
wgnssk,ple-nsea,2012,1985,1848000,551000,344300,220400,,0.53,559730,160000,0.25
wgnssk,ple-nsea,2012,1986,4765000,715000,371000,295300,,0.661,559730,160000,0.25
wgnssk,ple-nsea,2012,1987,1964000,753000,448600,344200,,0.692,559730,160000,0.25
wgnssk,ple-nsea,2012,1988,1771000,657000,390400,310900,,0.666,559730,160000,0.25
wgnssk,ple-nsea,2012,1989,1187000,594000,415500,277600,,0.608,559730,160000,0.25
wgnssk,ple-nsea,2012,1990,1037000,528000,380400,227500,,0.566,559730,160000,0.25
wgnssk,ple-nsea,2012,1991,915000,492000,350900,228900,,0.647,559730,160000,0.25
wgnssk,ple-nsea,2012,1992,777000,398000,285900,182200,,0.63,559730,160000,0.25
wgnssk,ple-nsea,2012,1993,531000,345000,249200,152100,,0.638,559730,160000,0.25
wgnssk,ple-nsea,2012,1994,443000,312000,227500,134200,,0.616,559730,160000,0.25
wgnssk,ple-nsea,2012,1995,1164000,329000,219600,120200,,0.642,559730,160000,0.25
wgnssk,ple-nsea,2012,1996,1291000,315000,181100,133700,,0.671,559730,160000,0.25
wgnssk,ple-nsea,2012,1997,2157000,401000,207500,183200,,0.79,559730,160000,0.25
wgnssk,ple-nsea,2012,1998,775000,376000,228200,175300,,0.729,559730,160000,0.25
wgnssk,ple-nsea,2012,1999,842000,344000,203400,151600,,0.66,559730,160000,0.25
wgnssk,ple-nsea,2012,2000,992000,343000,230500,125500,,0.463,559730,160000,0.25
wgnssk,ple-nsea,2012,2001,542000,396000,273600,182300,,0.763,559730,160000,0.25
wgnssk,ple-nsea,2012,2002,1729000,348000,200800,124600,,0.571,559730,160000,0.25
wgnssk,ple-nsea,2012,2003,535000,357000,230200,144300,,0.603,559730,160000,0.25
wgnssk,ple-nsea,2012,2004,1261000,356000,210800,115900,,0.476,559730,160000,0.25
wgnssk,ple-nsea,2012,2005,771000,359000,248300,109600,,0.4,559730,160000,0.25
wgnssk,ple-nsea,2012,2006,920000,392000,256500,119800,,0.369,559730,160000,0.25
wgnssk,ple-nsea,2012,2007,1078000,378000,261300,89200,,0.313,559730,160000,0.25
wgnssk,ple-nsea,2012,2008,915000,490000,360800,94700,,0.242,559730,160000,0.25
wgnssk,ple-nsea,2012,2009,873000,526000,400100,100200,,0.228,559730,160000,0.25
wgnssk,ple-nsea,2012,2010,808000,580000,500800,106500,,0.24,559730,160000,0.25
wgnssk,ple-nsea,2012,2011,915399,551000,476100,,,0.229,559730,160000,0.25
wgnssk,ple-nsea,2012,2012,,683000,589341,,,,559730,160000,0.25
wgnssk,sai-3a46,2012,1967,127000,396000,150800,88300,,0.322,978000,106000,0.3
wgnssk,sai-3a46,2012,1968,114000,520000,211700,113800,,0.291,978000,106000,0.3
wgnssk,sai-3a46,2012,1969,301000,694000,264000,130600,,0.262,978000,106000,0.3
wgnssk,sai-3a46,2012,1970,292000,890000,311900,235000,,0.408,978000,106000,0.3
wgnssk,sai-3a46,2012,1971,328000,1018000,429600,265400,,0.329,978000,106000,0.3
wgnssk,sai-3a46,2012,1972,171000,904000,474000,261900,,0.395,978000,106000,0.3
wgnssk,sai-3a46,2012,1973,153000,848000,534500,242500,,0.416,978000,106000,0.3
wgnssk,sai-3a46,2012,1974,149000,834000,554900,298400,,0.556,978000,106000,0.3
wgnssk,sai-3a46,2012,1975,181000,743000,472000,271600,,0.482,978000,106000,0.3
wgnssk,sai-3a46,2012,1976,384000,752000,351600,344000,,0.76,978000,106000,0.3
wgnssk,sai-3a46,2012,1977,118000,509000,263100,216400,,0.615,978000,106000,0.3
wgnssk,sai-3a46,2012,1978,92000,464000,268100,155100,,0.477,978000,106000,0.3
wgnssk,sai-3a46,2012,1979,78000,419000,241100,128400,,0.396,978000,106000,0.3
wgnssk,sai-3a46,2012,1980,67000,397000,235200,131900,,0.443,978000,106000,0.3
wgnssk,sai-3a46,2012,1981,173000,495000,241200,132300,,0.306,978000,106000,0.3
wgnssk,sai-3a46,2012,1982,110000,512000,210500,174400,,0.469,978000,106000,0.3
wgnssk,sai-3a46,2012,1983,118000,467000,214300,180000,,0.548,978000,106000,0.3
wgnssk,sai-3a46,2012,1984,205000,466000,176700,200800,,0.677,978000,106000,0.3
wgnssk,sai-3a46,2012,1985,312000,491000,161000,220900,,0.715,978000,106000,0.3
wgnssk,sai-3a46,2012,1986,288000,488000,152000,198600,,0.82,978000,106000,0.3
wgnssk,sai-3a46,2012,1987,113000,386000,153700,167500,,0.648,978000,106000,0.3
wgnssk,sai-3a46,2012,1988,115000,322000,149000,135200,,0.625,978000,106000,0.3
wgnssk,sai-3a46,2012,1989,78000,260000,116300,108900,,0.679,978000,106000,0.3
wgnssk,sai-3a46,2012,1990,119000,264000,104900,103800,,0.605,978000,106000,0.3
wgnssk,sai-3a46,2012,1991,138000,284000,103300,108000,,0.582,978000,106000,0.3
wgnssk,sai-3a46,2012,1992,93000,279000,104500,99700,,0.637,978000,106000,0.3
wgnssk,sai-3a46,2012,1993,152000,326000,109200,111500,,0.536,978000,106000,0.3
wgnssk,sai-3a46,2012,1994,104000,319000,118300,109600,,0.515,978000,106000,0.3
wgnssk,sai-3a46,2012,1995,224000,457000,135300,121800,,0.419,978000,106000,0.3
wgnssk,sai-3a46,2012,1996,112000,437000,147800,115000,,0.412,978000,106000,0.3
wgnssk,sai-3a46,2012,1997,165000,470000,196200,107300,,0.291,978000,106000,0.3
wgnssk,sai-3a46,2012,1998,71000,389000,196600,106100,,0.349,978000,106000,0.3
wgnssk,sai-3a46,2012,1999,140000,406000,207800,110700,,0.359,978000,106000,0.3
wgnssk,sai-3a46,2012,2000,93000,436000,207000,91300,,0.309,978000,106000,0.3
wgnssk,sai-3a46,2012,2001,224000,506000,221500,95000,,0.284,978000,106000,0.3
wgnssk,sai-3a46,2012,2002,189000,542000,222900,115400,,0.255,978000,106000,0.3
wgnssk,sai-3a46,2012,2003,125000,509000,255100,105600,,0.235,978000,106000,0.3
wgnssk,sai-3a46,2012,2004,94000,534000,306400,104200,,0.197,978000,106000,0.3
wgnssk,sai-3a46,2012,2005,184000,547000,327700,124500,,0.25,978000,106000,0.3
wgnssk,sai-3a46,2012,2006,57000,487000,312400,125700,,0.266,978000,106000,0.3
wgnssk,sai-3a46,2012,2007,124000,457000,310600,101200,,0.252,978000,106000,0.3
wgnssk,sai-3a46,2012,2008,72000,437000,292100,119300,,0.344,978000,106000,0.3
wgnssk,sai-3a46,2012,2009,57000,355000,260800,115700,,0.388,978000,106000,0.3
wgnssk,sai-3a46,2012,2010,125000,371000,248300,102500,,0.289,978000,106000,0.3
wgnssk,sai-3a46,2012,2011,119028,331000,217000,,,0.284,978000,106000,0.3
wgnssk,sai-3a46,2012,2012,,329000,216941,,,,978000,106000,0.3
wgnssk,sol-eche,2012,1982,12735,10429,7824,3190,,0.3546,15860,,0.29
wgnssk,sol-eche,2012,1983,21349,12620,9590,3458,,0.4061,15860,,0.29
wgnssk,sol-eche,2012,1984,21532,12971,8997,3575,,0.431,15860,,0.29
wgnssk,sol-eche,2012,1985,12913,13349,9999,3837,,0.3358,15860,,0.29
wgnssk,sol-eche,2012,1986,25732,14000,10616,3932,,0.3917,15860,,0.29
wgnssk,sol-eche,2012,1987,10981,13035,9015,4791,,0.5888,15860,,0.29
wgnssk,sol-eche,2012,1988,25830,12880,10149,3853,,0.4284,15860,,0.29
wgnssk,sol-eche,2012,1989,16808,11922,8451,3805,,0.5636,15860,,0.29
wgnssk,sol-eche,2012,1990,44294,13931,9638,3647,,0.3786,15860,,0.29
wgnssk,sol-eche,2012,1991,34877,15915,8803,4351,,0.4514,15860,,0.29
wgnssk,sol-eche,2012,1992,33652,17406,11231,4072,,0.3699,15860,,0.29
wgnssk,sol-eche,2012,1993,16787,17978,13193,4299,,0.3005,15860,,0.29
wgnssk,sol-eche,2012,1994,26573,15662,12581,4383,,0.3532,15860,,0.29
wgnssk,sol-eche,2012,1995,19443,15133,11135,4420,,0.3643,15860,,0.29
wgnssk,sol-eche,2012,1996,18912,15732,12183,4797,,0.4723,15860,,0.29
wgnssk,sol-eche,2012,1997,27791,14365,10598,4764,,0.5889,15860,,0.29
wgnssk,sol-eche,2012,1998,18014,12561,8143,3363,,0.4541,15860,,0.29
wgnssk,sol-eche,2012,1999,26284,12481,9085,4135,,0.5458,15860,,0.29
wgnssk,sol-eche,2012,2000,31336,13004,8555,3476,,0.4398,15860,,0.29
wgnssk,sol-eche,2012,2001,26428,12549,7644,4025,,0.3943,15860,,0.29
wgnssk,sol-eche,2012,2002,46845,14141,8569,4733,,0.3747,15860,,0.29
wgnssk,sol-eche,2012,2003,20825,17761,10420,5038,,0.3717,15860,,0.29
wgnssk,sol-eche,2012,2004,19531,15001,11492,4826,,0.3987,15860,,0.29
wgnssk,sol-eche,2012,2005,36749,19417,11505,4383,,0.3795,15860,,0.29
wgnssk,sol-eche,2012,2006,41801,21234,10018,4833,,0.4307,15860,,0.29
wgnssk,sol-eche,2012,2007,17285,19446,10973,5166,,0.4766,15860,,0.29
wgnssk,sol-eche,2012,2008,23835,19083,13515,4517,,0.4033,15860,,0.29
wgnssk,sol-eche,2012,2009,52897,23276,11624,4964,,0.5177,15860,,0.29
wgnssk,sol-eche,2012,2010,28137,21348,9296,4391,,0.4866,15860,,0.29
wgnssk,sol-eche,2012,2011,23535,27222,11854,,,0.421,15860,,0.29
wgnssk,sol-eche,2012,2012,,35526,15470,,,,15860,,0.29
wgnssk,sol-nsea,2012,1957,129000,63000,55100,12100,,0.178,74975,25000,0.22
wgnssk,sol-nsea,2012,1958,129000,72000,60900,14300,,0.207,74975,25000,0.22
wgnssk,sol-nsea,2012,1959,489000,86000,65600,13800,,0.171,74975,25000,0.22
wgnssk,sol-nsea,2012,1960,62000,106000,73400,18600,,0.204,74975,25000,0.22
wgnssk,sol-nsea,2012,1961,100000,124000,117100,23600,,0.19,74975,25000,0.22
wgnssk,sol-nsea,2012,1962,23000,124000,116800,26900,,0.213,74975,25000,0.22
wgnssk,sol-nsea,2012,1963,20000,116000,113600,26200,,0.313,74975,25000,0.22
wgnssk,sol-nsea,2012,1964,539000,51000,37100,11300,,0.289,74975,25000,0.22
wgnssk,sol-nsea,2012,1965,122000,101000,30000,17000,,0.317,74975,25000,0.22
wgnssk,sol-nsea,2012,1966,40000,93000,84300,33300,,0.325,74975,25000,0.22
wgnssk,sol-nsea,2012,1967,75000,91000,83000,33400,,0.406,74975,25000,0.22
wgnssk,sol-nsea,2012,1968,99000,83000,72300,33200,,0.489,74975,25000,0.22
wgnssk,sol-nsea,2012,1969,51000,69000,55300,27600,,0.546,74975,25000,0.22
wgnssk,sol-nsea,2012,1970,138000,60000,50700,19700,,0.399,74975,25000,0.22
wgnssk,sol-nsea,2012,1971,42000,64000,43800,23700,,0.51,74975,25000,0.22
wgnssk,sol-nsea,2012,1972,76000,56000,47500,21100,,0.461,74975,25000,0.22
wgnssk,sol-nsea,2012,1973,105000,51000,36900,19300,,0.502,74975,25000,0.22
wgnssk,sol-nsea,2012,1974,110000,54000,36200,18000,,0.486,74975,25000,0.22
wgnssk,sol-nsea,2012,1975,41000,55000,38600,20800,,0.496,74975,25000,0.22
wgnssk,sol-nsea,2012,1976,113000,48000,39000,17300,,0.423,74975,25000,0.22
wgnssk,sol-nsea,2012,1977,140000,55000,35000,18000,,0.459,74975,25000,0.22
