WorkingGroup,FishStock,CertYear,Year,Recruitment,TBiomass,SSB,Landings,YieldSSB,MeanF,Bmsy,SSBlim,Fmsy
wgnssk,sol-nsea,2012,1978,47000,56000,36400,20300,,0.476,74975,25000,0.22
wgnssk,sol-nsea,2012,1979,12000,52000,45000,22600,,0.492,74975,25000,0.22
wgnssk,sol-nsea,2012,1980,152000,41000,33500,15800,,0.453,74975,25000,0.22
wgnssk,sol-nsea,2012,1981,149000,49000,23100,15400,,0.498,74975,25000,0.22
wgnssk,sol-nsea,2012,1982,152000,58000,32900,21600,,0.545,74975,25000,0.22
wgnssk,sol-nsea,2012,1983,142000,66000,39900,24900,,0.489,74975,25000,0.22
wgnssk,sol-nsea,2012,1984,71000,64000,43300,26800,,0.62,74975,25000,0.22
wgnssk,sol-nsea,2012,1985,82000,53000,40800,24200,,0.6,74975,25000,0.22
wgnssk,sol-nsea,2012,1986,159000,52000,34100,18200,,0.582,74975,25000,0.22
wgnssk,sol-nsea,2012,1987,73000,55000,29400,17400,,0.493,74975,25000,0.22
wgnssk,sol-nsea,2012,1988,456000,70000,38600,21600,,0.569,74975,25000,0.22
wgnssk,sol-nsea,2012,1989,108000,94000,33900,21800,,0.441,74975,25000,0.22
wgnssk,sol-nsea,2012,1990,177000,113000,89800,35100,,0.445,74975,25000,0.22
wgnssk,sol-nsea,2012,1991,70000,103000,77600,33500,,0.447,74975,25000,0.22
wgnssk,sol-nsea,2012,1992,353000,105000,77300,29300,,0.423,74975,25000,0.22
wgnssk,sol-nsea,2012,1993,69000,100000,55500,31500,,0.51,74975,25000,0.22
wgnssk,sol-nsea,2012,1994,57000,86000,74300,33000,,0.566,74975,25000,0.22
wgnssk,sol-nsea,2012,1995,96000,72000,59000,30500,,0.537,74975,25000,0.22
wgnssk,sol-nsea,2012,1996,49000,53000,38400,22700,,0.704,74975,25000,0.22
wgnssk,sol-nsea,2012,1997,271000,48000,27600,14900,,0.606,74975,25000,0.22
wgnssk,sol-nsea,2012,1998,114000,60000,20400,20900,,0.643,74975,25000,0.22
wgnssk,sol-nsea,2012,1999,82000,59000,41500,23500,,0.577,74975,25000,0.22
wgnssk,sol-nsea,2012,2000,123000,55000,38600,22600,,0.606,74975,25000,0.22
wgnssk,sol-nsea,2012,2001,63000,49000,30300,19900,,0.578,74975,25000,0.22
wgnssk,sol-nsea,2012,2002,185000,48000,31000,16900,,0.574,74975,25000,0.22
wgnssk,sol-nsea,2012,2003,83000,54000,25200,17900,,0.587,74975,25000,0.22
wgnssk,sol-nsea,2012,2004,45000,50000,37400,18800,,0.511,74975,25000,0.22
wgnssk,sol-nsea,2012,2005,49000,41000,32200,16400,,0.577,74975,25000,0.22
wgnssk,sol-nsea,2012,2006,213000,41000,24200,12600,,0.584,74975,25000,0.22
wgnssk,sol-nsea,2012,2007,56000,49000,18200,14600,,0.455,74975,25000,0.22
wgnssk,sol-nsea,2012,2008,72000,49000,35900,14100,,0.466,74975,25000,0.22
wgnssk,sol-nsea,2012,2009,94000,48000,33100,14000,,0.364,74975,25000,0.22
wgnssk,sol-nsea,2012,2010,153000,55000,33500,12600,,0.355,74975,25000,0.22
wgnssk,sol-nsea,2012,2011,93627,57000,34700,11500,,0.296,74975,25000,0.22
wgnssk,sol-nsea,2012,2012,,76000,46700,,,,74975,25000,0.22
wgwide,her-noss,2012,1950,751000000,20000000,14200000,826000,,0.0584,8469900,,
wgwide,her-noss,2012,1951,146000000,19300000,12500000,1280000,,0.0697,8469900,,
wgwide,her-noss,2012,1952,96600000,20200000,10900000,1250000,,0.0728,8469900,,
wgwide,her-noss,2012,1953,86100000,17400000,9350000,1070000,,0.0663,8469900,,
wgwide,her-noss,2012,1954,42100000,18600000,8660000,1640000,,0.113,8469900,,
wgwide,her-noss,2012,1955,25000000,15700000,9270000,1360000,,0.0783,8469900,,
wgwide,her-noss,2012,1956,29900000,13800000,10900000,1660000,,0.11,8469900,,
wgwide,her-noss,2012,1957,25400000,11100000,9650000,1320000,,0.103,8469900,,
wgwide,her-noss,2012,1958,23100000,9550000,8690000,986000,,0.0787,8469900,,
wgwide,her-noss,2012,1959,412000000,8080000,7180000,1110000,,0.113,8469900,,
wgwide,her-noss,2012,1960,198000000,7630000,5850000,1100000,,0.136,8469900,,
wgwide,her-noss,2012,1961,76100000,7800000,4390000,830000,,0.104,8469900,,
wgwide,her-noss,2012,1962,19000000,6770000,3440000,849000,,0.146,8469900,,
wgwide,her-noss,2012,1963,169000000,6910000,2670000,985000,,0.253,8469900,,
wgwide,her-noss,2012,1964,93900000,6450000,2530000,1280000,,0.226,8469900,,
wgwide,her-noss,2012,1965,8490000,5930000,3060000,1550000,,0.278,8469900,,
wgwide,her-noss,2012,1966,51400000,4390000,2800000,1960000,,0.696,8469900,,
wgwide,her-noss,2012,1967,3950000,3020000,1470000,1680000,,1.52,8469900,,
wgwide,her-noss,2012,1968,5190000,982000,344000,712000,,3.49,8469900,,
wgwide,her-noss,2012,1969,9780000,190000,145000,67800,,0.59,8469900,,
wgwide,her-noss,2012,1970,661000,116000,71000,62300,,1.32,8469900,,
wgwide,her-noss,2012,1971,236000,130000,32000,21100,,1.53,8469900,,
wgwide,her-noss,2012,1972,957000,84800,16000,13200,,1.5,8469900,,
wgwide,her-noss,2012,1973,12900000,112000,85000,7020,,1.17,8469900,,
wgwide,her-noss,2012,1974,8630000,160000,91000,7620,,0.114,8469900,,
wgwide,her-noss,2012,1975,2970000,302000,79000,13700,,0.19,8469900,,
wgwide,her-noss,2012,1976,10100000,362000,138000,10400,,0.106,8469900,,
wgwide,her-noss,2012,1977,5100000,429000,286000,22700,,0.111,8469900,,
wgwide,her-noss,2012,1978,6200000,579000,358000,19800,,0.0434,8469900,,
wgwide,her-noss,2012,1979,12500000,635000,388000,12900,,0.0238,8469900,,
wgwide,her-noss,2012,1980,1470000,748000,471000,18600,,0.0341,8469900,,
wgwide,her-noss,2012,1981,1100000,796000,504000,13700,,0.0215,8469900,,
wgwide,her-noss,2012,1982,2340000,729000,503000,16700,,0.02,8469900,,
wgwide,her-noss,2012,1983,343000000,1110000,575000,23100,,0.0291,8469900,,
wgwide,her-noss,2012,1984,11500000,2090000,602000,53500,,0.0903,8469900,,
wgwide,her-noss,2012,1985,36600000,5460000,515000,170000,,0.379,8469900,,
wgwide,her-noss,2012,1986,6040000,1900000,437000,225000,,1.07,8469900,,
wgwide,her-noss,2012,1987,9090000,3310000,926000,127000,,0.404,8469900,,
wgwide,her-noss,2012,1988,27157000,3651000,2076000,135301,,0.047,8469900,,
wgwide,her-noss,2012,1989,72884000,4388000,3428000,103830,,0.029,8469900,,
wgwide,her-noss,2012,1990,109283000,4972000,4135000,86411,,0.02,8469900,,
wgwide,her-noss,2012,1991,316192000,5617000,4072000,84683,,0.022,8469900,,
wgwide,her-noss,2012,1992,378152000,6689000,4173000,104448,,0.025,8469900,,
wgwide,her-noss,2012,1993,118591000,7761000,4089000,232457,,0.06,8469900,,
wgwide,her-noss,2012,1994,40704000,8835000,4212000,479228,,0.123,8469900,,
wgwide,her-noss,2012,1995,17216000,9626000,4135000,905501,,0.222,8469900,,
wgwide,her-noss,2012,1996,58595000,9684000,4600000,1220283,,0.192,8469900,,
wgwide,her-noss,2012,1997,36301000,9578000,5840000,1426507,,0.182,8469900,,
wgwide,her-noss,2012,1998,266171000,8440000,6562000,1223131,,0.154,8469900,,
wgwide,her-noss,2012,1999,194091000,9657000,6727000,1235433,,0.187,8469900,,
wgwide,her-noss,2012,2000,65175000,9119000,5752000,1207201,,0.22,8469900,,
wgwide,her-noss,2012,2001,41135000,7687000,4705000,766136,,0.186,8469900,,
wgwide,her-noss,2012,2002,437741000,8224000,4153000,807795,,0.202,8469900,,
wgwide,her-noss,2012,2003,170429000,10093000,5143000,789510,,0.124,8469900,,
wgwide,her-noss,2012,2004,316337000,12360000,6501000,794066,,0.107,8469900,,
wgwide,her-noss,2012,2005,53623000,12878000,6622000,1003243,,0.141,8469900,,
wgwide,her-noss,2012,2006,71228000,13991000,7074000,968958,,0.144,8469900,,
wgwide,her-noss,2012,2007,22966000,13346000,8077000,1266993,,0.122,8469900,,
wgwide,her-noss,2012,2008,22443000,13202000,8798000,1545656,,0.155,8469900,,
wgwide,her-noss,2012,2009,42921000,12313000,9927000,1687373,,0.152,8469900,,
wgwide,her-noss,2012,2010,20022000,10490000,9176000,1457014,,0.158,8469900,,
wgwide,her-noss,2012,2011,90300000,,7862000,,,,8469900,,
wgwide,her-noss,2012,2012,,,,,,,8469900,,
wgwide,mac-nea,2012,1972,2068623,5152733,3823380,361262,0.0945,0.0194,2895760,,
wgwide,mac-nea,2012,1973,4683337,5043425,3874479,570719,0.1473,0.1856,2895760,,
wgwide,mac-nea,2012,1974,3903137,4916841,3691459,607473,0.1646,0.2098,2895760,,
wgwide,mac-nea,2012,1975,4842439,4726686,3414189,784329,0.2297,0.2244,2895760,,
wgwide,mac-nea,2012,1976,4872152,4441549,3083405,828434,0.2687,0.2632,2895760,,
wgwide,mac-nea,2012,1977,932132,4137636,2910433,620016,0.213,0.2036,2895760,,
wgwide,mac-nea,2012,1978,3193365,3792223,2865111,736519,0.2571,0.2004,2895760,,
wgwide,mac-nea,2012,1979,5254814,3365480,2411640,842739,0.3494,0.265,2895760,,
wgwide,mac-nea,2012,1980,5488305,3062440,2011767,734950,0.3653,0.2566,2895760,,
wgwide,mac-nea,2012,1981,7151703,3174667,2029471,754045,0.3715,0.2398,2895760,,
wgwide,mac-nea,2012,1982,1983343,3120061,1965373,716987,0.3648,0.2336,2895760,,
wgwide,mac-nea,2012,1983,1533408,3250467,2271391,672283,0.296,0.222,2895760,,
wgwide,mac-nea,2012,1984,7319238,3038895,2302573,641928,0.2788,0.231,2895760,,
wgwide,mac-nea,2012,1985,3256302,3208651,2235278,614371,0.2749,0.226,2895760,,
wgwide,mac-nea,2012,1986,3366656,3226834,2270278,602201,0.2653,0.2394,2895760,,
wgwide,mac-nea,2012,1987,5054409,3103095,2274055,654992,0.288,0.2258,2895760,,
wgwide,mac-nea,2012,1988,3562320,3175734,2278730,680491,0.2986,0.2486,2895760,,
wgwide,mac-nea,2012,1989,4362393,3261082,2359962,585920,0.2483,0.1866,2895760,,
wgwide,mac-nea,2012,1990,3121117,3056376,2232058,626107,0.2805,0.1878,2895760,,
wgwide,mac-nea,2012,1991,3593115,3338363,2482928,675665,0.2721,0.2324,2895760,,
wgwide,mac-nea,2012,1992,4455735,3445708,2502499,760690,0.304,0.2614,2895760,,
wgwide,mac-nea,2012,1993,5232681,3360617,2335733,824568,0.353,0.328,2895760,,
wgwide,mac-nea,2012,1994,4333945,3202373,2138052,819087,0.3831,0.3686,2895760,,
wgwide,mac-nea,2012,1995,3941891,3351007,2287940,756277,0.3305,0.3592,2895760,,
wgwide,mac-nea,2012,1996,3939351,3139193,2271747,563472,0.248,0.2496,2895760,,
wgwide,mac-nea,2012,1997,3131927,3243405,2341682,573029,0.2447,0.2488,2895760,,
wgwide,mac-nea,2012,1998,3023191,3076361,2249411,666316,0.2962,0.2854,2895760,,
wgwide,mac-nea,2012,1999,3078635,3129469,2281957,640309,0.2806,0.3034,2895760,,
wgwide,mac-nea,2012,2000,2100914,2889062,2068453,738606,0.3571,0.3536,2895760,,
wgwide,mac-nea,2012,2001,4624870,2818169,2030317,737463,0.3632,0.4002,2895760,,
wgwide,mac-nea,2012,2002,7391517,2539135,1682344,772905,0.4594,0.4502,2895760,,
wgwide,mac-nea,2012,2003,3593739,2787764,1685899,669600,0.3972,0.4562,2895760,,
wgwide,mac-nea,2012,2004,4713224,2650960,1765752,650221,0.3682,0.4234,2895760,,
wgwide,mac-nea,2012,2005,7591298,3092520,2187884,543486,0.2484,0.3066,2895760,,
wgwide,mac-nea,2012,2006,7645220,3446060,2335167,472652,0.2024,0.2508,2895760,,
wgwide,mac-nea,2012,2007,4406074,3796265,2543583,579379,0.2278,0.2836,2895760,,
wgwide,mac-nea,2012,2008,4383713,3936194,2803086,612856,0.2186,0.2558,2895760,,
wgwide,mac-nea,2012,2009,4040332,4228534,3144025,734889,0.2337,0.25,2895760,,
wgwide,mac-nea,2012,2010,3899157,3971309,2992033,869451,0.2906,0.2576,2895760,,
wgwide,mac-nea,2012,2011,3899157,,2907000,,,0.31,2895760,,
